,Name,Label,Semi-major axis(m),Inclination,Raan
26,0 SYNCOM 2 (A 26),0.514,42164541.33358683,33.81741209189046,327.5276171120977
27,0 ERS 9,0.07,10079385.635111747,88.41663161460795,324.6544160847443
28,0 TRANSIT 5B-1,0.655,7471281.5410785135,90.04223219586424,332.83771901079916
29,0 RADIATION SAT (5E 1),0.014,7469360.4656361025,90.04293219611453,332.7689189861988
30,0 WESTFORD NEEDLES,0.476,10018602.601258446,87.33943122943981,16.61010593917657
31,0 TRANSIT 5B-2,0.678,7461972.934481166,89.9001321450544,88.1487315188165
32,0 TRANSIT 5E 3,0.186,7460145.044394466,89.90043214516164,88.08383149561057
33,0 TIROS 8,0.506,7040554.1922066035,58.49622091614503,40.73451456519757
34,0 GGSE 1 (GGRS),0.454,7281710.02036603,69.90702499623822,82.91972964911345
35,0 SECOR 1B,0.5,7289595.168578767,69.90132499420011,156.4285559332263
36,0 SOLRAD 7A,0.358,7287066.292200451,69.90682499616672,146.07565223140026
37,0 GREB,0.769,7286287.488981242,69.90652499605943,136.67224886908136
38,0 OPS 3367 A,0.349,7173573.142420216,99.12913544501407,237.384984880334
39,0 OPS 3367 B,0.099,7177082.687993152,99.14083544919755,230.80168252638188
40,0 OPS 4412 (TRANSIT 9),0.756,7221495.944403457,90.51813236602905,80.7302288662267
41,0 OPS 4467 A,0.461,7190413.776255879,99.7800356777526,309.3502106125108
42,0 OPS 4467 B,0.587,7193127.917989596,99.79033568143551,307.97961012243337
43,0 SYNCOM 3,0.545,42185552.767297775,2.2382008003001186,76.8650274841697
44,0 EXPLORER 20,0.52,7302669.740668775,79.89552856776791,240.84898611893632
45,0 COSMOS 44,0.019,7059119.8772139475,65.06162326369682,320.5039146006743
46,0 OPS 5798 (TRANSIT 5B-4),0.106,7437702.879112946,90.16753224066704,34.94911249654584
47,0 EXPLORER 22,0.367,7334367.954340821,79.68922849400242,99.80773568765713
48,0 CALSPHERE 1,0.708,7365232.687496033,90.15813223730595,32.31971155636661
49,0 CALSPHERE 2,0.617,7440508.647707831,90.16833224095308,35.08151254388732
50,0 EXPLORER 25 (INJUN-4),0.287,7784384.473811799,81.33812908358998,75.5473270130074
51,0 OPS 6582 (TRANSIT 5E-5),0.546,7407812.068223532,89.99473217887993,187.3308669827815
52,0 EXPLORER 26 (EPE-D),0.627,6940152.500430487,19.707207046588554,233.31318342440426
53,0 OPS 6582 (TRANSIT 5B-5),0.204,7425659.268494965,90.02043218806935,194.11026940685198
54,0 TIROS 9,0.286,8010581.335003959,96.39203446632521,36.194412941820495
55,0 SECOR 3,0.358,7287175.012234695,70.08092505841864,17.60450629473838
56,0 GGSE 2,0.358,7286981.931060597,70.08042505823985,20.01070715510928
57,0 OPS 4988 (GREB 6),0.769,7285298.758733719,70.08172505870468,355.5071271165644
58,0 PORCUPINE 1,0.777,7291988.294039755,70.07922505781077,72.48922591954043
59,0 SOLRAD 7B,0.5,7290672.823554902,70.078725057632,62.704922421025344
60,0 GGSE 3,0.178,7269741.617518823,70.07692505698836,183.1607654917032
61,0 OSCAR 3,0.614,7249668.62125088,70.07572505655929,314.4810124471012
62,0 OPS 4682 (SNAPSHOT),0.751,7672677.385489434,90.29043228461168,321.24151486441366
63,0 SECOR 4 (EGRS 4),0.298,7669313.320386092,90.27983228082148,331.010118357315
64,0 INTELSAT 1-F1,0.111,42154292.66566104,2.448500875495863,76.43112732902263
65,0 EXPLORER 27,0.117,7492478.700244198,41.18721472706686,82.83652961936413
66,0 LES 2,0.063,15166394.146231,32.15741149833395,65.33622336188394
67,0 OPS 8480 (TRANSIT 5B-6),0.47,7445275.877133203,89.9260321543153,306.31260952637393
68,0 TIROS 10,0.497,7135645.155009756,98.31803515499377,167.5714599175281
69,0 SECOR 5 (EGRS 5),0.122,8156081.864344317,69.23812475706356,318.6092139231975
70,0 DODECAPOLE 2,0.358,7288777.739477874,90.03393219289646,15.352005489325093
71,0 TEMPSAT 1,0.066,7511971.95063131,89.88313213897577,223.3525798628506
72,0 OPS 8464 (TRANSIT 5B-7),0.465,7506188.958104239,89.8652321325754,240.87478612816142
73,0 NAVSPASUR ROD 1,0.749,7454692.832491227,89.9136321498815,220.38677880238686
74,0 CALSPHERE 4(A),0.247,7502973.424017202,90.02383218928507,129.8004464119719
75,0 COSMOS 80,0.742,7831088.937490513,56.058620044546615,3.6836013171233657
76,0 COSMOS 81,0.478,7847509.086571332,56.061020045404774,55.61441988571662
77,0 COSMOS 82,0.394,7863226.262401243,56.059420044832656,74.58452666874462
78,0 COSMOS 83,0.16,7880436.6291276375,56.05422004297333,123.01124398439724
79,0 COSMOS 84,0.718,7897449.505047836,56.05262004240123,164.7950589247869
80,0 PORCUPINE 2,0.247,7503080.824615722,89.92373215349289,216.32007734828065
81,0 OPS 8068,0.099,7177896.847771808,98.37023517365864,254.68019106447784
82,0 COSMOS 86,0.009,7834789.023136095,56.060220045118726,27.53190984442089
83,0 COSMOS 87,0.304,7853407.963359201,56.06202004576233,126.79014533559649
84,0 COSMOS 88,0.69,7870712.237090535,56.05852004451086,184.6423660214702
85,0 COSMOS 89,0.458,7889156.090882579,56.05622004368846,264.8402946973655
86,0 OV2-1,0.449,7093156.29610003,32.29791154857171,63.9761228755609
87,0 EXPLORER 29 (GEOS 1),0.091,8072229.266493065,59.37952123198146,96.15323438093887
88,0 EXPLORER 30,0.497,7135827.256948813,59.708521349620064,32.263411536235736
89,0 A-1 (ASTERIX),0.678,7461505.992212715,34.25531224846781,292.4492045693188
90,0 ALOUETTE 2,0.719,7946947.950630485,79.80242853447871,131.866647150771
91,0 EXPLORER 31 (ISIS-X),0.635,8033781.266575358,79.81222853798282,151.68015423536863
92,0 FR 1,0.315,7049744.674183879,75.86682712724914,102.55733667081556
93,0 OPS 1509 (TRANSIT 10),0.38,7348228.039111775,89.06253184555864,67.40022409989635
94,0 OPS 1593 (TRANSIT 11),0.141,7387648.712802462,90.2130322569362,316.60571320681765
95,0 ESSA 1 (OT-3),0.455,7113778.306098724,97.88963500181328,176.00906293451146
96,0 DIAPASON (D1-A),0.431,7801338.596059881,34.094312190899984,278.12229944653285
97,0 ESSA 2 (OT-2),0.407,7762584.345069834,101.22143619314558,333.5099192511538
98,0 OPS 1117 (TRANSIT 12),0.766,7361271.684817603,89.70593207561541,160.48875738500834
99,0 OV1-4,0.2,7317526.299678672,144.5033516692021,276.84579899010214
100,0 OV1-5,0.441,7392584.6753638685,144.6330517155782,187.01786687086388
101,0 OPS 0340,0.08,7081763.960449748,98.0489350587733,256.4223916874261
102,0 OAO 1,0.55,7156876.668158021,35.044212530550176,185.932366482728
103,0 OPS 1527 (OV3-1),0.286,8010222.133503407,82.38742945878204,3.890901391246418
104,0 NIMBUS 2,0.066,7511464.880051983,100.44613591592608,181.30386482774225
105,0 OPS 0082 (TRANSIT 13),0.114,7261523.219077245,90.1669322404525,38.9936139427141
106,0 OPS 9313 (IDSCS 3),0.027,40189372.25635853,5.028101797868389,57.71852063806737
107,0 WESTFORD NEEDLES,0.379,10000669.251164194,87.30313121646023,214.36427664895663
108,0 WESTFORD NEEDLES,0.628,10012690.19585583,87.34823123258639,7.32150261790605
109,0 WESTFORD NEEDLES,0.383,10010379.100770297,87.56693131078566,94.54693380658354
110,0 WESTFORD NEEDLES,0.335,9995759.7255416,87.10503114562677,292.06190443083426
111,0 WESTFORD NEEDLES,0.134,9989461.094217697,87.28013120823627,356.4108274396952
112,0 WESTFORD NEEDLES,0.383,10010399.834134132,87.31133121939226,344.9748233505913
113,0 WESTFORD NEEDLES,0.379,9999160.861968387,87.19163117659184,272.2035973302177
114,0 WESTFORD NEEDLES,0.335,9994515.187686307,87.07393113450651,293.7751050434132
115,0 OV3-3,0.457,7658172.347951624,81.38902910179,168.933660404602
116,0 OPS 2366 (TRANSIT 14),0.106,7437952.868815151,88.8485317690399,291.0052040529962
117,0 OPS 0856,0.498,10064228.660923457,90.2592322734557,254.86139112926847
118,0 SECOR 7 (EGRS 7),0.498,10066190.426446773,90.26173227434955,255.9313915118621
119,0 ERS 15,0.228,10070436.805686733,90.26063227395626,255.76299145164833
120,0 OPS 6026 (DMSP 4A F1),0.153,7130722.582122552,98.1773351046845,236.07758441285458
121,0 WESTFORD NEEDLES,0.335,9994126.55942847,87.44933126873613,12.673904531732495
122,0 ESSA 3 (TOS-A),0.073,7814133.898005714,100.91663608416002,46.64671667918845
123,0 OPS 1920,0.228,10069033.499007253,89.72183208130068,46.37101658060799
124,0 INTELSAT 2-F1,0.392,26567185.272713,18.202906508704785,62.367122300240155
125,0 SECOR 8 (EGRS 8),0.228,10071785.627834607,89.7213320811219,46.46971661589958
126,0 LES 2 AKM,0.063,15166197.20109231,32.15951149908484,64.24532297181719
127,0 WESTFORD NEEDLES,0.011,10006386.56936622,87.27973120809324,352.1598259196898
128,0 WESTFORD NEEDLES,0.011,10006813.758701293,87.26083120133526,326.91751689394783
129,0 ATS 1,0.714,42142528.25173683,0.4410001576857976,18.37430656999128
130,0 INTELSAT 2-F2,0.218,42148909.35612321,1.7132006125789312,287.1512026749439
131,0 OPS 9326 (IDSCS 13),0.027,40190837.85132168,4.479801601815955,58.591620950256655
132,0 ESSA 4 (TOS-B),0.407,7760696.950486957,101.933536447767,133.02134756365032
133,0 OPS 6073 (DMSP 4A F2),0.668,7179699.24679571,98.92973537371576,320.5718146249529
134,0 DIADEME 1,0.317,7086882.78679547,39.92491427571362,317.830213644655
135,0 DIADEME 2,0.117,7494504.648620385,39.439714102223476,113.35074053014864
136,0 INTELSAT 2-F3,0.703,42161805.78440906,1.06020037908953,319.4209142134323
137,0 OPS 0100 (TRANSIT 15),0.204,7425392.586391858,90.21103225622109,353.39342636078095
138,0 ESSA 5,0.181,7766180.263460248,101.7835363941324,143.59095134296058
139,0 WESTFORD NEEDLES,0.379,10000352.090056157,87.21253118406494,280.47950028938305
140,0 COSMOS 158,0.342,7147875.986262263,74.03922647376488,50.35801800621632
141,0 OPS 7218 (TRANSIT 16),0.225,7449469.974706996,89.63283204947744,54.07731933610473
142,0 OPS 5712 (P/L 160),0.412,7105848.990050328,69.92952500428343,358.42532816000806
143,0 GGSE 4,0.454,7280711.89428633,69.97112501915811,291.0386040649388
144,0 GGSE 5,0.769,7286404.577389019,69.9750250205526,349.7531250591401
145,0 TIMATION 1,0.387,7265693.117885814,69.96542501711997,110.19463940164036
146,0 SECOR 9 (EGRS 9),0.037,10249515.905833935,90.10973221999984,311.5021113819532
147,0 SURCAL 159,0.332,7275949.639703432,69.97222501955142,239.40348560207732
148,0 OPS 5712 (P/L 152),0.454,7279337.43290211,69.97352502001625,280.3495002428997
149,0 OPS 5712 (P/L 153),0.055,7284555.074004311,69.9759250208744,335.2430198708484
150,0 AURORA 1,0.037,10250289.23354078,90.10723221910592,310.8171111370217
151,0 SURCAL 150B,0.39,7064403.786595788,69.94882501118441,10.98650392837872
152,0 OPS 7202 (DMSP 4A F3),0.756,7221288.696625328,98.85503534700571,272.3942973984053
153,0 OPS 4947 (TRANSIT 17),0.617,7439509.697136108,89.26963191961016,160.48205738261268
154,0 INTELSAT 2-F4,0.74,42193917.49452701,0.8927003191975319,295.0092054846831
155,0 OPS 1264 (DMSP 4A F4),0.209,7073193.109656243,99.2385354841316,235.156584083538
156,0 ATS 3,0.007,42164731.40052166,1.793100641148308,285.36120203490407
157,0 ESSA 6 (TOS-D),0.738,7825026.120511694,102.18343653712229,88.39953160849359
158,0 COSMOS 192,0.597,7085341.600865065,74.01252646421791,123.74014424502579
159,0 COSMOS 198,0.729,7295502.837289377,65.1431232928383,347.4111242217248
160,0 EXPLORER 36 (GEOS 2),0.043,7705398.372757839,105.79993783025313,206.0020736589336
161,0 COSMOS 203,0.421,7569630.141650815,74.05272647859199,145.56945205040125
162,0 OPS 7034 (TRANSIT 18),0.225,7446385.594247681,89.9893321769491,271.751497168563
163,0 COSMOS 209,0.454,7279768.525381759,65.3301233597028,260.60299318225884
164,0 COSMOS 220,0.588,7019425.583989142,74.02592646900929,53.577319157322655
165,0 WESTFORD NEEDLES,0.383,10010191.804753674,87.32903122572115,356.36102742188837
166,0 WESTFORD NEEDLES,0.177,10022389.75746244,87.28313120930895,334.96301977073034
167,0 OPS 7869 (DMSP 4B F1),0.339,7219443.1962355925,98.75643531174991,267.7763957472097
168,0 OPS 9343 (IDSCS 22),0.027,40188523.64495967,3.3033011811417126,61.75492208133938
169,0 OPS 2222,0.185,42453725.86304072,10.840703876245868,306.19020948260805
170,0 EXPLORER 40 (INJUN-5),0.75,7958151.543940088,80.66422884262748,138.12844938976627
171,0 ESSA 7 (TOS-E),0.742,7830203.122977887,101.36943624606508,55.60921988385728
172,0 LES 6,0.714,42142230.36906795,3.8302013695422725,304.43740885586965
173,0 COSMOS 249,0.457,7656868.133214108,62.34962229398279,93.4230334047172
174,0 OPS 4078 (DMSP 4B F2),0.668,7179190.815393234,98.31103515249085,204.6704731828011
175,0 COSMOS 252,0.669,7689685.186151885,62.31992228336314,260.45309312866
176,0 COSMOS 256,0.132,7575059.616694776,74.04942647741204,135.19394834049425
177,0 OAO 2,0.108,7117298.186030407,34.99311251227865,150.3259537511552
178,0 OPS 7684,0.22,7799100.828043125,80.35992873382071,283.6523014238626
179,0 ESSA 8 (TOS-F),0.274,7816768.238986926,101.41833626354996,7.089002534772381
180,0 OPS 2644,0.193,7787029.045399332,80.39652874690756,342.090922319412
181,0 OPS 0757 (TACSAT),0.689,42126493.47015111,2.109200754174341,292.04390442439814
182,0 ESSA 9 (TOS-G),0.215,7843313.244773025,101.58603632351348,95.6949342170672
183,0 COSMOS 272,0.421,7570954.595750105,73.9930264572454,316.86791330057093
184,0 NIMBUS 3,0.182,7477969.687628189,99.89543571901552,312.0105115637388
185,0 SECOR 13 (EGRS 13),0.182,7476742.304123913,99.87223571072,309.34231060968614
186,0 OPS 1127 (DMSP 4B F3),0.647,7174254.75920969,98.69603529015305,268.0112958312015
187,0 ATS 5,0.221,42385121.51607669,4.9368017652227785,288.1882030457378
188,0 COSMOS 292,0.164,7091983.665337223,74.04842647705445,33.06321182221557
189,0 SOICAL (CONE),0.192,7187008.971705322,69.99742502856202,347.76812434937517
190,0 COSMOS 304,0.108,7116794.541370157,74.03842647347881,272.44019741481736
191,0 SOICAL (CYLINDER),0.562,6945935.009761029,69.96322501633334,112.7140403024875
192,0 TEMPSAT 2,0.358,7287351.678320123,70.01512503489093,304.2888088027356
193,0 AZUR (GRS A),0.162,7170311.997846655,102.69303671933704,177.10426332611576
194,0 OPS 7613 (P/L 4),0.358,7287442.789988493,70.01602503521272,310.40221098866834
195,0 OPS 7613 (P/L 5),0.358,7287467.0722927,70.01572503510546,309.01141049136817
196,0 SKYNET 1,0.514,42164400.88727219,4.521701616797894,290.76080396560747
197,0 COSMOS 312,0.138,7535745.8636926375,74.02122646732872,178.26356374063988
198,0 OPS 7613 (P/L 1),0.332,7277537.9711736785,70.00912503274553,192.4272688050715
199,0 TIMATION 2,0.769,7286255.00740378,70.01532503496243,300.0262072785825
200,0 OPS 7613 (P/L 3),0.5,7290123.102433942,70.0172250356418,336.66952038091364
201,0 OPS 7613 (P/L 6),0.358,7288632.8817188125,70.01382503442609,313.36721204884606
202,0 INTELSAT 3-F6,0.04,42480704.73676346,3.9650014177419215,287.1392026706531
203,0 ITOS 1 (TIROS M),0.776,7834016.823662336,101.65693634886476,113.51314058821707
204,0 OSCAR 5,0.776,7833599.408480353,101.55833631360895,103.88663714612561
205,0 SERT 2,0.444,7419297.870576431,99.16353545731428,80.1936286743578
206,0 OPS 0054 (DMSP 5A F1),0.608,7160558.533067833,98.8264353367794,139.6446499319051
207,0 NATO 2A,0.257,42162838.67608807,5.232801871061773,295.2604055745032
208,0 NIMBUS 4,0.655,7470267.097244676,99.96503574390196,317.8501136517705
209,0 TOPO 1,0.36,7462972.870634127,99.94743573760886,312.6508117926872
210,0 COSMOS 332,0.306,7098785.621347674,74.03882647362184,341.0329219411091
211,0 INTELSAT 3-F7,0.703,42160595.26542477,2.6274009394640925,279.5487999565981
212,0 DFH-1,0.442,7608956.020076234,68.42292446557724,58.7514210073954
213,0 COSMOS 336,0.521,7852589.937891796,74.0279264697244,56.10662006170969
214,0 COSMOS 337,0.302,7888055.648610751,74.02732646950986,77.08282756204719
215,0 COSMOS 338,0.69,7870632.943284873,74.02592646900929,252.0381901197933
216,0 COSMOS 339,0.009,7834970.781602178,74.02602646904502,221.76557929539632
217,0 COSMOS 340,0.274,7816423.701217492,74.03072647072557,16.691005968103507
218,0 COSMOS 341,0.287,7783370.476363502,74.03032647058257,1.5115005404582391
219,0 COSMOS 342,0.181,7767059.430313159,74.02892647008196,173.81146214872845
220,0 COSMOS 343,0.22,7799367.933271048,74.02782646968865,183.99946579159226
221,0 METEOR 1-5,0.339,7218873.765001955,81.21952904118284,358.5625282090659
222,0 NNSS 19 (TRANSIT 19),0.225,7447598.8942956785,89.88773214062056,243.9578872305676
223,0 OPS 7329,0.129,42180447.08306737,11.013803938140226,216.84847753721752
224,0 OPS 0203 (DMSP 5A F2),0.596,7154108.13734986,98.93783537661207,274.1591980294703
225,0 COSMOS 367,0.38,7347555.071462742,65.28022334186034,332.50461889169463
226,0 COSMOS 371,0.164,7090872.623111493,73.99812645906898,273.58919782565863
227,0 COSMOS 372,0.711,7149797.526497084,74.05542647955744,194.9001696892919
228,0 COSMOS 374,0.059,7659975.653750744,62.95892251184664,185.00196615005027
229,0 COSMOS 375,0.191,7655430.336827006,62.82802246504149,60.590821665098936
230,0 COSMOS 381,0.513,7360526.807325417,74.03442647204858,8.373502994063553
231,0 NOAA 1,0.46,7825953.595112862,101.62503633745848,112.93044037986441
232,0 DELTA 1 R/B(CEP 1),0.223,7829115.704189703,101.53503630527771,103.29033693291008
233,0 COSMOS 385,0.325,7353450.456824516,74.0210264672572,40.79681458747381
234,0 INTELSAT 4-F2,0.0,42572411.25610516,9.259703310936919,300.5625074703442
235,0 NATO 2B,0.514,42164532.08259599,6.082802174991317,289.46490350224013
236,0 COSMOS 394,0.649,6853436.670942107,65.82492353662555,43.65351560892736
237,0 TANSEI 1 (MS-T1),0.444,7419314.3276509885,29.66571060739131,236.88338470097983
238,0 OPS 5268 (DMSP 5A F3),0.497,7135216.661967223,98.68183528507562,234.53368386081127
239,0 COSMOS 397,0.331,7742901.684025691,65.72422350061883,297.31200630808183
240,0 COSMOS 400,0.542,7370021.288406359,65.82602353701886,310.92471117549564
241,0 ISIS 2,0.613,7768869.246973875,88.15893152246366,267.42349562102527
242,0 COSMOS 402,0.172,7366745.537547163,64.98102323487714,171.42596129575915
243,0 COSMOS 405,0.576,6833548.796667107,81.26102905602177,216.34027735550342
244,0 COSMOS 407,0.058,7158839.589566204,74.04302647512363,78.06402791288913
245,0 COSMOS 409,0.421,7571363.931742988,74.00032645985563,70.69802527907146
246,0 OPS 3811,0.507,42767228.12994298,4.7652017038647685,292.90730473311896
247,0 COSMOS 411,0.447,7780718.183332972,74.01272646428941,70.74652529641334
248,0 COSMOS 412,0.302,7885380.031615728,74.01562646532636,130.70374673495962
249,0 COSMOS 413,0.398,7868600.000371186,74.0171264658627,312.41141170708624
250,0 COSMOS 414,0.563,7838000.053631424,74.01862646639906,345.00712336214065
251,0 COSMOS 415,0.304,7853279.40820742,74.01572646536214,150.44735379456353
252,0 COSMOS 416,0.519,7809231.618697661,74.01612646550514,30.58451093592127
253,0 COSMOS 417,0.414,7795271.303168313,74.01222646411065,235.78238430730167
254,0 COSMOS 418,0.142,7823699.13111618,74.01452646493304,189.0895676116296
255,0 COSMOS 422,0.542,7370165.765742319,74.02002646689965,159.16705691241575
256,0 OV1-20/OV1-21 AKM,0.64,7145208.036318185,87.62403133120256,141.4030505606459
257,0 RIGIDSPHERE 2 (LCS 4),0.55,7156663.361659988,87.62963133320494,158.35655662261004
258,0 EOLE 1 (CAS-A),0.317,7086478.141933049,50.141917928946704,72.87382605705959
259,0 SHINSEI (MS-F2),0.331,7743267.93084456,32.05161146050366,264.87849471102453
260,0 COSMOS 444,0.585,7792458.718004279,74.0254264688305,224.01948010131017
261,0 COSMOS 445,0.519,7808579.682136414,74.02812646979591,42.459615182031506
262,0 COSMOS 446,0.142,7824201.65578045,74.02612646908078,212.80997609319462
263,0 COSMOS 447,0.764,7840192.430082222,74.02942647026073,25.72880919969694
264,0 COSMOS 448,0.569,7856354.3292113235,74.02712646943836,197.83517073874282
265,0 COSMOS 449,0.458,7890259.728236193,74.0272264694741,193.13236905719
266,0 COSMOS 450,0.038,7873467.224078609,74.03002647047529,18.24190652264978
267,0 COSMOS 451,0.701,7909095.241878099,74.0295264702965,27.817309946469702
268,0 OPS 4311 (DMSP 5B F1),0.668,7179241.751735386,99.16453545767185,40.40751444827408
269,0 ASTEX 1,0.233,7109953.944474899,92.71843315277746,274.1171980144525
270,0 PROSPERO (BLACK ARROW),0.5,7290623.28913632,82.04212933531517,191.3428684173289
271,0 OPS 9431 (DSCS 2-1),0.603,42163334.82294014,6.5385023379333065,290.9013040158453
272,0 OPS 9432 (DSCS 2-2),0.432,42190998.04424859,6.4975023232731735,291.34560417471107
273,0 COSMOS 457,0.538,7577975.42365395,74.03442647204858,52.30821870353796
274,0 OPS 7898 (P/L 1),0.659,7363464.474258011,69.98932502566576,87.3009312156736
275,0 OPS 7898 (P/L 2),0.766,7361523.652740791,69.9878250251294,69.13402471984112
276,0 OPS 7898 (P/L 3),0.766,7361884.57428787,69.98902502555849,71.98412573893476
277,0 OPS 7898 (P/L 4),0.766,7361856.8498996785,69.98912502559422,72.28912584799185
278,0 COSMOS 465,0.326,7362699.167882383,74.02892647008196,305.1710091181787
279,0 WESTFORD NEEDLES,0.222,9966394.015219253,86.55423094868044,344.83672330121163
280,0 COSMOS 468,0.492,7150774.446541314,74.01672646571969,227.429881320747
281,0 COSMOS 469,0.085,7356137.670902649,64.48882305888405,28.963710356381263
282,0 AUREOLE 1,0.325,7353134.370182126,73.95612644405129,201.04027188477158
283,0 METEOR 1-10,0.156,7232375.53615741,81.25942905544967,121.20724333935152
284,0 INTELSAT 4-F4,0.269,42287979.82270477,11.18070399781768,313.6902121643393
285,0 COSMOS 475,0.555,7355559.567243388,74.04942647741204,132.76924747350841
286,0 OPS 1570,0.693,42305910.88015969,4.600401644938193,289.1303033825992
287,0 OPS 5058 (DMSP 5B F2),0.28,7189496.293578763,98.93273537478844,153.68445495203449
288,0 COSMOS 480,0.638,7563368.169631354,82.97782966988795,162.4723580942726
289,0 METEOR 1-11,0.353,7241946.2779816035,81.2222290421483,24.94400891908059
290,0 COSMOS 489,0.085,7356448.095913319,74.02262646782931,332.093918744843
291,0 INTELSAT 4-F5,0.362,42211951.38186737,10.375703709978527,308.17941019387473
292,0 COSMOS 494,0.123,7151171.237040537,74.05432647916409,60.38422159122618
293,0 COSMOS 482 DESCENT CRAFT,0.638,7563713.056542009,52.04601860978464,309.47791065817177
294,0 METEOR 1-12,0.114,7261138.074714933,81.22462904300644,69.51872485739607
295,0 COSMOS 504,0.6,7786346.8463794775,74.0279264697244,164.11545868178632
296,0 COSMOS 505,0.431,7802001.903934333,74.03072647072557,334.1999194978731
297,0 COSMOS 506,0.274,7816953.882594927,74.02782646968865,135.55334846900283
298,0 COSMOS 507,0.49,7831710.415523978,74.0279264697244,293.29230487078115
299,0 COSMOS 508,0.478,7847388.2669407325,74.0263264691523,99.3950355400904
300,0 COSMOS 509,0.612,7863781.091798438,74.02562646890199,270.12899658841513
301,0 COSMOS 510,0.16,7880337.287239246,74.02612646908078,82.37882945570699
302,0 COSMOS 511,0.718,7898126.906791699,74.02502646868747,263.00999404291593
303,0 LANDSAT 1 (ERTS 1),0.454,7280398.113659589,99.25873549135441,13.331504766866695
304,0 COSMOS 514,0.715,7335617.74059189,82.96952966692015,313.20041198920444
305,0 OAO 3 (COPERNICUS),0.418,7077879.178282556,35.008112517642104,27.44600981370613
306,0 COSMOS 516,0.696,7350254.877460738,64.80932317348336,186.4418666649069
307,0 TRIAD 1,0.412,7106809.438437855,89.92593215427955,214.7228767771791
308,0 COSMOS 520,0.188,26491624.221855585,72.82992604136254,292.2629045027046
309,0 COSMOS 521,0.542,7368928.432354905,65.8282235378055,43.400615518499386
310,0 OPS 8180 (STP RADSAT),0.315,7049601.0558343185,98.64553527209604,264.0096944003727
311,0 NOAA 2 (ITOS-D),0.223,7829559.271942244,101.88893643181969,18.909606761395377
312,0 OSCAR 6,0.223,7829442.865666936,101.91553644133087,22.296807972536726
313,0 METEOR 1-13,0.353,7241144.209780184,81.27002905923985,243.42768704098702
314,0 COSMOS 528,0.414,7794605.017499357,74.03312647158374,269.13299623228124
315,0 COSMOS 529,0.633,7812774.908767598,74.03402647190555,103.74943709706776
316,0 COSMOS 530,0.095,7777931.580267332,74.03362647176253,87.80923139742346
317,0 COSMOS 531,0.634,7822768.143024825,74.03292647151223,210.34837521301463
318,0 COSMOS 532,0.407,7761335.60047707,74.03292647151223,265.3468948785075
319,0 COSMOS 533,0.613,7770017.730067234,74.03762647319277,0.9013003222725836
320,0 COSMOS 534,0.6,7786130.271100547,74.03512647229888,177.4721634576636
321,0 COSMOS 535,0.431,7803932.7937658625,74.03722647304974,9.433103372938543
322,0 OPS 7323 (DMSP 5B F3),0.702,7176787.4757523,98.45023520226377,239.96458580270644
323,0 ANIK A1 (TELESAT 1),0.535,42575255.83086801,10.75490384556686,311.5392113952188
324,0 NIMBUS 5,0.655,7472041.213033812,99.92893573099389,313.5816121255079
325,0 OPS 9390,0.046,42195969.02143155,13.71700490470768,278.60689961980836
