,Name,Label,Semi-major axis(m),Inclination,Raan
254,0 TEMPSAT 1,1.17,7511971.95063131,89.88313213897577,223.3525798628506
255,0 OPS 8464 (TRANSIT 5B-7),1.17,7506188.958104239,89.8652321325754,240.87478612816142
256,0 NAVSPASUR ROD 1,1.12,7454692.832491227,89.9136321498815,220.38677880238686
257,0 CALSPHERE 4(A),1.04,7502973.424017202,90.02383218928507,129.8004464119719
258,0 COSMOS 82,1.18,7863226.262401243,56.059420044832656,74.58452666874462
259,0 COSMOS 83,1.03,7880436.6291276375,56.05422004297333,123.01124398439724
260,0 PORCUPINE 2,1.17,7503080.824615722,89.92373215349289,216.32007734828065
261,0 FR 1,1.24,7049744.674183879,75.86682712724914,102.55733667081556
262,0 OPS 1593 (TRANSIT 11),1.19,7387648.712802462,90.2130322569362,316.60571320681765
263,0 OV1-4,1.27,7317526.299678672,144.5033516692021,276.84579899010214
264,0 OV1-5,1.19,7392584.6753638685,144.6330517155782,187.01786687086388
265,0 OPS 0340,1.2,7081763.960449748,98.0489350587733,256.4223916874261
266,0 NIMBUS 2,1.17,7511464.880051983,100.44613591592608,181.30386482774225
267,0 OPS 0082 (TRANSIT 13),1.16,7261523.219077245,90.1669322404525,38.9936139427141
268,0 OPS 9381 (GGTS),1.05,40129358.77990561,5.0878018192149685,56.95672036567499
269,0 OPS 9311 (IDSCS 1),1.05,40151102.5281308,5.091501820537957,57.28302048234818
270,0 OPS 9312 (IDSCS 2),1.15,40167462.70584385,5.052401806557199,57.47832055218046
271,0 OV3-3,1.02,7658172.347951624,81.38902910179,168.933660404602
272,0 OPS 2366 (TRANSIT 14),1.26,7437952.868815151,88.8485317690399,291.0052040529962
273,0 OPS 6026 (DMSP 4A F1),1.28,7130722.582122552,98.1773351046845,236.07758441285458
274,0 INTELSAT 2-F1,1.11,26567185.272713,18.202906508704785,62.367122300240155
275,0 ATS 1,1.13,42142528.25173683,0.4410001576857976,18.37430656999128
276,0 INTELSAT 2-F2,1.13,42148909.35612321,1.7132006125789312,287.1512026749439
277,0 OPS 9325 (IDSCS 12),1.05,40142542.91014364,4.549101626595153,58.51382092243816
278,0 DIADEME 2,1.04,7494504.648620385,39.439714102223476,113.35074053014864
279,0 INTELSAT 2-F3,1.22,42161805.78440906,1.06020037908953,319.4209142134323
280,0 OPS 0100 (TRANSIT 15),1.23,7425392.586391858,90.21103225622109,353.39342636078095
281,0 OPS 7218 (TRANSIT 16),1.12,7449469.974706996,89.63283204947744,54.07731933610473
282,0 TIMATION 1,1.16,7265693.117885814,69.96542501711997,110.19463940164036
283,0 SURCAL 159,1.29,7275949.639703432,69.97222501955142,239.40348560207732
284,0 SURCAL 150B,1.0,7064403.786595788,69.94882501118441,10.98650392837872
285,0 OPS 4947 (TRANSIT 17),1.26,7439509.697136108,89.26963191961016,160.48205738261268
286,0 INTELSAT 2-F4,1.06,42193917.49452701,0.8927003191975319,295.0092054846831
287,0 OPS 1264 (DMSP 4A F4),1.2,7073193.109656243,99.2385354841316,235.156584083538
288,0 COSMOS 198,1.3,7295502.837289377,65.1431232928383,347.4111242217248
289,0 OPS 7034 (TRANSIT 18),1.12,7446385.594247681,89.9893321769491,271.751497168563
290,0 OPS 9341 (IDSCS 20),1.15,40164592.01686071,3.311801184181008,61.37732194632315
291,0 OPS 9342 (IDSCS 21),1.15,40173359.38173039,3.3315011912250228,61.641122040648575
292,0 LES 6,1.13,42142230.36906795,3.8302013695422725,304.43740885586965
293,0 COSMOS 249,1.02,7656868.133214108,62.34962229398279,93.4230334047172
294,0 NIMBUS 3,1.1400000000000001,7477969.687628189,99.89543571901552,312.0105115637388
295,0 SECOR 13 (EGRS 13),1.1400000000000001,7476742.304123913,99.87223571072,309.34231060968614
296,0 OPS 1127 (DMSP 4B F3),1.09,7174254.75920969,98.69603529015305,268.0112958312015
297,0 AZUR (GRS A),1.09,7170311.997846655,102.69303671933704,177.10426332611576
298,0 OPS 7613 (P/L 1),1.29,7277537.9711736785,70.00912503274553,192.4272688050715
299,0 SERT 2,1.23,7419297.870576431,99.16353545731428,80.1936286743578
300,0 NIMBUS 4,1.1400000000000001,7470267.097244676,99.96503574390196,317.8501136517705
