,Epoch,Semi Major Axis(km),Inclination,Right Ascension ascending node,Eccentricity,Argument perigee,Orbital period,True anomaly,Altitude Of Perigee(km),Altitude of Apogee(km),Orbital Speed at perigee(m/s)
30,2451141.5,6725.365385401444,0.9004031437991107,2.5875466091904533,0.0056731,1.10624553045007,15.74087737,25.7151092525588,316.2117150335225,392.51905576936497,7742.385085653281
31,2451141.5,6769.149165357611,0.900296678714739,2.5535545766786116,0.0008938,3.1613253461128408,15.58840338,-57.286627985149345,392.0988998336152,404.19943088160835,7680.50927955854
32,2451141.5,6769.26644525005,0.9004136157746226,2.547992212352506,0.0011541,3.4344676287207014,15.58799827,-54.905904056021456,390.45403484558665,406.07885565451306,7682.442227100419
33,2451141.5,6768.267339049296,0.9005183355297423,2.5367522919696626,0.0010061,3.7971103953708316,15.591449960000002,-45.757497996465425,390.45778527947914,404.0768928191128,7681.872230253559
34,2451141.5,6768.229902419533,0.9005445154685222,2.5311497850707605,0.0009991,3.8149336976921977,15.59157932,-44.85208328970039,390.46776392402535,403.99204091504,7681.839702201375
35,2451141.5,6768.2246498725835,0.9005270621760023,2.5175274902589444,0.0010046,3.806810935353416,15.59159747,20.915727012349308,390.4252913893215,404.02400835584467,7681.884933277572
36,2451142.5,6768.308139082729,0.9004886649324584,2.497461439848766,0.0009438,3.8136421540457217,15.591308980000003,-44.869197326346566,390.9202098610622,403.69606830439534,7681.3705119293545
37,2451142.5,6768.424835550372,0.9005270621760023,2.45804841468023,0.0009347,3.9058810596843703,15.590905760000002,-41.42920078704615,391.09838885658337,403.7512822441613,7681.234393610619
38,2451142.5,6768.2345240904815,0.9005357888222622,2.441179807459705,0.0009299,3.9398120056723918,15.59156335,-40.09679642723172,390.94074280652967,403.52830537443333,7681.305514210785
39,2451142.5,6768.1593570790665,0.9005322981637582,2.4355476299635193,0.0009732,3.891714222145932,15.591823090000002,-41.99068177823107,390.57258439275665,403.7461297653763,7681.6807781653015
40,2451142.5,6768.135172926134,0.9005340434930103,2.429934651089105,0.0009743,3.8958366898391428,15.59190666,-41.824315997278696,390.5409788271527,403.7293670251156,7681.702952263727
41,2451143.5,6768.156712062469,0.9005235715174983,2.4074216490676306,0.0009524,3.909883099659193,15.591832230000001,-41.262729399556065,390.7107196099005,403.60270451503766,7681.522501699638
42,2451143.5,6768.13675876561,0.9005392794807662,2.379313121464262,0.0009593,3.872046106805208,15.59190118,-42.742173913321615,390.64408517292577,403.62943235829425,7681.5868275409675
43,2451143.5,6768.142928500289,0.9005375341515143,2.373682689297328,0.0009612,3.8740863967007892,15.591879860000002,-42.661777052076935,390.6373895174138,403.6484674831636,7681.597921367791
44,2451143.5,6768.080140820395,0.9005410248100182,2.3455549630721872,0.0009734,3.90646749031304,15.592096829999997,-41.40585532620673,390.4920916113206,403.66819002946886,7681.72726907955
45,2451143.5,6768.078832819502,0.9005427701392702,2.3455549630721872,0.0009733,3.905922947586418,15.592101349999998,-41.429724059707006,390.49146169151936,403.6662039474859,7681.727243192452
46,2451144.5,6768.055314955541,0.9005270621760023,2.317432472834803,0.0009297,3.9466659136449733,15.59218262,-39.77948717347942,390.76305392922677,403.3475759818548,7681.405672649926
47,2451144.5,6768.107082306767,0.9005305528345062,2.28932045457293,0.0009627,3.9861522426420932,15.592003730000002,-38.124813263134925,390.5914256186297,403.62273899490356,7681.629785963167
48,2451144.5,6768.110638834509,0.9005288075052542,2.2836987490522564,0.0009616,3.991203225497365,15.59199144,-37.90490665959018,390.6024236442054,403.6188540248113,7681.619317885876
49,2451144.5,6768.019550946885,0.9005061182249783,2.2611927283477895,0.0009688,3.9970884757350897,15.59230621,-37.666104888984044,390.4626936059276,403.57640828784315,7681.72631781241
50,2451144.5,6767.997399433181,0.9005078635542303,2.2555692774978637,0.0009712,4.001001503918061,15.59238276,-37.48297043699091,390.4243203588521,403.5704785075104,7681.757325079584
51,2451145.5,6768.014779168525,0.9004991369079703,2.233066747451901,0.0009273,3.99096237006059,15.5923227,-37.908164422546996,390.7387990638026,403.2907592732481,7681.410240380268
52,2451145.5,6768.052892861554,0.9004572490059224,2.1993033530720707,0.0009264,4.03427271544883,15.592190990000002,-36.01642954532686,390.7829686616069,403.32281706150115,7681.381698505048
53,2451145.5,6768.027268571046,0.9004677209814345,2.1993400049863627,0.0009286,4.044261234757992,15.592279540000002,-35.57405884628779,390.7424784494515,403.3120586926407,7681.413138757714
54,2451145.5,6767.963025157002,0.9004747022984425,2.1937113181486807,0.00093,4.062641297110745,15.592501549999998,-34.74211455176632,390.66881954360633,403.2572307703995,7681.460349787538
55,2451145.5,6767.886939730736,0.9005253168467502,2.171208788102718,0.0009652,4.047069469524451,15.592764490000002,-35.44573534353708,390.3545752565078,403.41930420496465,7681.773921558142
56,2451146.5,6767.923017394275,0.9004677209814345,2.154282585016877,0.0009575,4.056471558204945,15.59263981,-35.02191455029279,390.4427311051204,403.40330368342984,7681.694297645096
57,2451146.5,6767.8195775265895,0.9004869196032064,2.126168821425752,0.0009605,4.103869464701355,15.592997289999998,-32.836171729571774,390.31908682237463,403.3200682308034,7681.776046534665
58,2451146.5,6767.8055179034045,0.9004816836154504,2.109305450192983,0.0009395,4.151806677936631,15.59304588,-30.54545307413266,390.4471646193342,403.1638711874757,7681.622709779415
59,2451146.5,6767.8055179034045,0.9004816836154504,2.109305450192983,0.0009395,4.151806677936631,15.59304588,-30.54545307413266,390.4471646193342,403.1638711874757,7681.622709779415
60,2451146.5,6767.888522531203,0.9004939009202143,2.109329884802511,0.0008742,4.2826697199219135,15.592759020000003,-23.933790343877494,390.97203438480665,402.80501067759997,7681.074013161631
61,2451146.5,6767.712903877382,0.9005078635542303,2.086836081402808,0.0009533,4.142059014064243,15.593365960000002,-31.02252774661837,390.2612431661155,403.1645645886474,7681.7812778421
62,2451146.5,6767.6993337929225,0.9005026275664743,2.0812073945651264,0.0009526,4.140397460616344,15.59341286,-31.097517697293974,390.25242340755176,403.1462441782933,7681.7836020495515
63,2451147.5,6767.795587380054,0.9005322981637582,2.0643579859663728,0.0009291,4.166968353148706,15.5930802,-29.800565230159698,390.50762849981857,403.08354626028904,7681.548456888424
64,2451147.5,6767.824461808741,0.9004712116399385,2.024925762176065,0.0008798,4.213736195785146,15.592980409999997,-27.48581844795987,390.8701298472415,402.77879377024146,7681.15337998213
65,2451147.5,6767.788321801691,0.9004799382861983,2.024932743493073,0.0008909,4.193052298819762,15.593105310000002,-28.52549166496067,390.7588991857983,402.8177444175835,7681.259150214353
66,2451147.5,6767.651752232491,0.9004904102617103,2.008099042857588,0.0009378,4.199487327771864,15.59357731,-28.23184550618211,390.3050484192472,402.9984560457351,7681.696916234082
67,2451147.5,6767.662495262702,0.9004956462494663,1.9968381785237204,0.0009259,4.182784526830279,15.59354018,-29.024395152381153,390.3963165583373,402.92867396706515,7681.599407588324
68,2451147.5,6767.6215689726,0.9004886649324584,1.9968486504992324,0.0009366,4.208030714460376,15.59368163,-27.77509993130303,390.28301461110004,402.9601233340991,7681.704828151089
69,2451148.5,6767.642317034284,0.9004677209814345,1.9743845176968136,0.0009229,4.245930539167433,15.59360992,-25.855875540396212,390.39645993989325,402.888174128675,7681.58781439178
70,2451148.5,6767.591273211109,0.9005008822372224,1.9630939827656622,0.0008774,4.2579907642987145,15.59378634,-25.242559464636518,390.653388627994,402.5291577942244,7681.267277213067
71,2451148.5,6767.546135441098,0.9005043728957264,1.9462183942281288,0.0008774,4.270356422049094,15.59394235,-24.600766840343976,390.60829046186154,402.4839804203348,7681.2928931963725
72,2451148.5,6767.621305680691,0.9004712116399385,1.9406054153537151,0.0009081,4.282167065097339,15.593682539999998,-23.987825183914993,390.4756287730024,402.7669825883795,7681.486051919673
73,2451148.5,6767.570427169694,0.9005043728957264,1.9349767285160333,0.0008609,4.273908167076902,15.593858390000001,-24.415777262400784,390.74422578894337,402.3966285504439,7681.15236729232
74,2451148.5,6767.41916870381,0.9005026275664743,1.9124497638605427,0.0009438,4.276952021292381,15.5943812,-24.257655174658787,390.032078492387,402.8062589152323,7681.875009024205
75,2451148.5,6767.419186062419,0.9005026275664743,1.9124497638605427,0.0009442,4.278013181477593,15.594381140000001,-24.223198121760554,390.02938886693846,402.80898325789894,7681.878071925451
76,2451148.5,6767.508381852031,0.9005026275664743,1.9124532545190467,0.0008696,4.285109690216202,15.59407284,-23.834439665931704,390.6233565631719,402.3934071408885,7681.254404741189
77,2451149.5,6767.330537096972,0.9005427701392702,1.8787317480412642,0.0009252,4.3231875385069625,15.594687560000002,-21.76917057370348,390.06940288404985,402.5916713098941,7681.782430942397
78,2451149.5,6767.489631108136,0.9005148448712383,1.8618334702234551,0.0009126,4.370828045769399,15.594137649999999,-19.235718247686904,390.3136200707859,402.6656421454845,7681.595347754617
79,2451149.5,6767.453570792462,0.9004816836154504,1.8561873300932532,0.0009054,4.358722442077567,15.594262290000001,-19.936358770588708,390.32631832946754,402.5808232554573,7681.560505902871
80,2451149.5,6767.313384514093,0.9005200808589943,1.84490377647911,0.0009415,4.311813227771715,15.594746849999998,-22.433722880594555,389.94195896257224,402.6848100656125,7681.917380486336
81,2451149.5,6767.260752886838,0.9005288075052542,1.822434407688935,0.0009465,4.333963201308776,15.594928780000002,-21.258074005377658,389.8555405842317,402.66596518944516,7681.985662929129
82,2451150.5,6767.2687402844385,0.9005165902004902,1.799905697704192,0.0009316,4.340317945115287,15.594901169999998,-20.912895274023263,389.96435272598956,402.5731278428866,7681.866668642428
83,2451150.5,6767.160060468446,0.9005235715174983,1.7999214056674602,0.000946,4.349786356307356,15.595276849999998,-20.44546013510781,389.7583270512432,402.5617938856485,7682.0389740067285
84,2451150.5,6767.293686227387,0.9005253168467502,1.760555504388728,0.000938,4.403607074451105,15.594814940000001,-17.35574105899293,389.94596474970604,402.64140770506947,7681.901674041482
85,2451150.5,6767.245952686144,0.9005130995419862,1.7380337757209932,0.0009316,4.407944217642311,15.59497994,-17.267900507393566,389.941586356621,402.550319015666,7681.879602348816
86,2451151.5,6767.2027531104595,0.9005218261882463,1.704265145353407,0.0009293,4.427928237577646,15.595129269999997,-16.145116881517577,389.9139915919941,402.49151462892405,7681.8864532197385
87,2451151.5,6767.1319568234185,0.9005113542127343,1.6986277318694654,0.0009191,4.4368381434090765,15.595374,-15.701523576483686,389.9122858419023,402.35162780493465,7681.848280922096
88,2451151.5,6767.122054805755,0.9005096088834823,1.681745162014924,0.0009229,4.445718378643225,15.59540823,-15.188433132430616,389.87667786137536,402.36743175013544,7681.883092292273
89,2451151.5,6767.106205288751,0.9005148448712383,1.6704930243273166,0.0009209,4.4581625762099435,15.59546302,-14.504539037125875,389.8743771843001,402.33803339320093,7681.876724531872
90,2451151.5,6767.097029447259,0.9005148448712383,1.6648660828188868,0.0009208,4.46346314114825,15.59549474,-14.212299988701506,389.8658865025436,402.3281723919745,7681.881164459559
91,2451151.5,6767.077572832044,0.9005148448712383,1.6536121998020277,0.0009186,4.469446129824087,15.595562,-13.879776629412753,389.86133537364094,402.29381029044816,7681.875307716481
92,2451151.5,6767.04803815413,0.9005148448712383,1.6310922164635446,0.000921,4.485403675175071,15.595664099999999,-12.987437116215464,389.81558691099053,402.2804893972698,7681.910507990669
93,2451152.5,6766.967578763833,0.9005078635542303,1.6142585158280593,0.0009017,4.529818813979823,15.595942250000002,-10.503155943098005,389.86580409806174,402.06935342960514,7681.807916448998
94,2451152.5,6766.938053963826,0.9005288075052542,1.580498612106733,0.0009186,4.549633536977715,15.596044320000003,-9.3820137897648,389.7219446674544,402.1541632601975,7681.954498704775
95,2451152.5,6766.906027426265,0.9005096088834823,1.5579192875736825,0.0009135,4.540695705878251,15.596155040000001,-9.881076062999682,389.72445877021073,402.08759608231867,7681.933499337554
96,2451153.5,6766.859735402059,0.9005200808589943,1.5298753371526375,0.0009014,4.598110056951857,15.596315080000002,-6.631113341033973,389.76008803656805,401.9593827675508,7681.866824082785
97,2451153.5,6766.851899621024,0.9005200808589943,1.5242449049857039,0.0009024,4.598429452204972,15.59634217,-6.615039018887164,389.74549246680635,401.9583067752419,7681.8789536312315
98,2451153.5,6766.8530392644025,0.9005078635542303,1.5017511015860008,0.0009022,4.614179303374969,15.59633823,-5.721323713189924,389.74798445237866,401.9580940764272,7681.876770380453
99,2451153.5,6766.837790065861,0.9005043728957264,1.4961241600775712,0.0009,4.603370479317368,15.596390949999998,-6.331948067268122,389.74763605480166,401.92794407691963,7681.868525860711
100,2451153.5,6766.767240500856,0.9005043728957264,1.4735710154833004,0.0008906,4.6039743632385575,15.59663486,-6.304848964518547,389.7407575964662,401.79372340524606,7681.836361252047
101,2451153.5,6766.767240500856,0.9005043728957264,1.4735710154833004,0.0008906,4.6039743632385575,15.59663486,-6.304848964518547,389.7407575964662,401.79372340524606,7681.836361252047
102,2451154.5,6766.720525673985,0.9005183355297423,1.439804130444966,0.0008932,4.629470132951691,15.59679637,-4.86313142568874,389.67649090045325,401.7645604475165,7681.88285030832
103,2451154.5,6766.730261358038,0.9005200808589943,1.4341841702535445,0.0009049,4.63544614031052,15.59676271,-4.503229348567826,389.6070471445346,401.8534755715409,7681.967202686102
104,2451154.5,6766.727007449044,0.9005096088834823,1.4228988713101491,0.0008854,4.622539430492021,15.59677396,-5.239012361118267,389.735747356649,401.7182675414397,7681.819252639698
105,2451154.5,6766.707565062778,0.9005078635542303,1.406023282772616,0.0008958,4.6405983522624075,15.596841179999998,-4.2117760443196515,389.645948425994,401.76918169956025,7681.910180007233
106,2451154.5,6766.630138200703,0.9004799382861983,1.3778658859501913,0.0008768,4.568666352470713,15.59710888,-8.319503130333283,389.6971568955287,401.5631195058768,7681.808173981436
107,2451155.5,6766.308997999457,0.9005183355297423,1.3497975009196186,0.0009329,4.782530272363838,15.598219289999998,3.953114378403113,388.99670833522305,401.62128766369005,7682.421439577481
108,2451155.5,6765.970384594532,0.9004083797868666,1.3498900033699743,0.0009578,4.762911026242169,15.59939026,2.633435754342186,388.4899381601672,401.4508310288966,7682.804976109978
109,2451155.5,6766.268760191189,0.9005270621760023,1.3441949940207167,0.0009325,4.774503503133916,15.59835843,3.452549231026332,388.9592145723109,401.57830581006783,7682.441209567172
110,2451155.5,6765.996940750827,0.9005322981637582,1.321631377450934,0.0009655,4.863689827910826,15.59929842,8.542737938988834,388.4643707045325,401.5295107971215,7682.849056571812
111,2451155.5,6766.032258760492,0.9005288075052542,1.321661048048218,0.0009484,4.786647504069292,15.59917628,4.1472819289824345,388.615353766284,401.44916375470075,7682.697629321927
112,2451155.5,6765.944285559801,0.9005322981637582,1.3048290927419848,0.0009054,4.8740378850459,15.599480519999998,9.127332928913127,388.81839960365505,401.07017151594664,7682.41722440851
113,2451155.5,6765.955970239446,0.9005183355297423,1.304815130107969,0.0009117,4.803292709145562,15.599440110000002,5.096004416905536,388.78744818137966,401.1244922975138,7682.458990089216
114,2451156.5,6772.332137423717,0.9005288075052542,1.2793071430900718,0.0009464,3.9651559317406013,15.577414930000002,49.20949501726564,394.9228022888583,407.74147255857406,7679.108072187855
115,2451156.5,6772.424648703287,0.9004607396644264,1.2486225095107595,0.0009586,3.974261314448256,15.57709575,-38.6291174533282,394.93260243503937,407.9166949715336,7679.149308859014
116,2451156.5,6772.218927138534,0.9004555036766705,1.23734244655512,0.0009759,3.967197966965435,15.577805540000002,-38.935049538568315,394.609918687539,407.82793558952926,7679.398796367275
117,2451156.5,6772.205276490632,0.9004589943351745,1.2317294676807062,0.0009759,3.9781289640706756,15.577852640000001,-38.462766772253836,394.59628136130505,407.8142716199591,7679.406535996535
118,2451156.5,6772.2144957423225,0.9004467770304105,1.2148783137527008,0.0009771,3.9920549461723382,15.577820829999999,-37.86529758090642,394.59736495853303,407.8316265261128,7679.410524168722
119,2451157.5,6772.169399669906,0.9004520130181666,1.1755176484617247,0.0009806,4.020851133500993,15.577976429999998,-36.614525079464826,394.5286103565895,407.81018898322327,7679.462970933959
120,2451157.5,6772.187232236568,0.9004589943351745,1.1643754665169932,0.0009517,4.086534854570547,15.5779149,-33.64525384453613,394.74214164764817,407.6323228254887,7679.230926933953
121,2451157.5,6772.132792992483,0.9004467770304105,1.147478934028436,0.0009898,4.101951347853412,15.57810274,-32.92635993657526,394.4297359539787,407.83585003098597,7679.55437816933
122,2451157.5,6772.172457252632,0.9004834289447023,1.1474998779794598,0.0010815,4.130604418183404,15.577965880000002,-31.62165283709639,393.8483527401131,408.49656176515055,7680.23613488132
123,2451157.5,6772.128460273839,0.9004485223596626,1.1418624644955182,0.0009914,4.106763220601161,15.578117689999997,-32.69728635615272,394.4145721183231,407.8423484293544,7679.569122120661
124,2451157.5,6772.157111410151,0.9004869196032064,1.1418816631172901,0.001081,4.134657072706535,15.57801883,-31.42786711167265,393.83640957271655,408.4778132475858,7680.240996534231
125,2451157.5,6772.124362310874,0.9004799382861983,1.1306347614174388,0.0010792,4.138102352649971,15.578131830000002,-31.262677856345647,393.81588569906853,408.43283892267937,7680.245742356585
126,2451157.5,6772.1453970408365,0.9004555036766705,1.119424511631879,0.000985,4.166123613790741,15.578059250000003,-29.83330099682516,394.47483382475093,407.81596025692215,7679.510369950846
127,2451158.5,6772.147017110171,0.9004258330793866,1.085620974679253,0.0010003,4.076340386409648,15.57805366,-34.11268939347556,394.3728384489559,407.9211957713869,7679.626948893199
128,2451158.5,6772.0537154474005,0.9004921555909624,1.0576468374282877,0.0010365,4.241212914199293,15.578375600000001,-26.087878643085414,394.0344817713394,408.0729491234624,7679.957861297827
129,2451158.5,6771.983945616986,0.9004956462494663,1.0520216412491101,0.0010342,4.247499590164976,15.57861635,-25.775593832589443,393.98035982042893,407.98753141354337,7679.979759417339
130,2451158.5,6771.9965837487325,0.9005008822372224,1.052011169273598,0.0010246,4.2475397327377715,15.578572739999998,-25.772218168133875,394.05799604902313,407.9351714484419,7679.89886563236
131,2451158.5,6771.671981261573,0.9005183355297423,1.029526092520155,0.0010204,4.275766942730276,15.579692900000001,-24.315894186487558,393.76216717189345,407.58179535125237,7680.050676444007
132,2451158.5,6771.671981261573,0.9005183355297423,1.029526092520155,0.0010204,4.275766942730276,15.579692900000001,-24.315894186487558,393.76216717189345,407.58179535125237,7680.050676444007
133,2451159.5,6771.403770773824,0.9005096088834823,1.0014210555752905,0.0010221,4.283345162342435,15.580618560000001,-23.92099666999248,393.4827189797161,407.32482256793173,7680.215831980061
134,2451159.5,6771.366754330141,0.9004973915787184,0.9957923687376087,0.0010277,4.314008851970724,15.580746319999998,-22.31155827729022,393.40782071671583,407.32568794356666,7680.279833828271
135,2451159.5,6771.398048489963,0.9005078635542303,0.9733299812644417,0.0010394,4.30827370004867,15.58063831,-22.6129960079316,393.3598573583622,407.4362396215638,7680.351946207704
136,2451159.5,6771.373510894361,0.9005043728957264,0.9677222383777839,0.0010388,4.314967037730069,15.580723,-22.266889171362376,393.33940809124397,407.40761369747725,7680.361253713737
137,2451159.5,6771.335234543356,0.9004904102617103,0.9508501404987548,0.0010308,4.3203007639241635,15.58085511,-21.992467662732068,393.3553421835886,407.3151269031241,7680.321518202174
138,2451160.5,6771.368428982994,0.9004712116399385,0.9171286340209723,0.0009996,4.374299505651616,15.58074054,-19.094448535884773,393.59976910138266,407.1370888646061,7680.063071082404
139,2451160.5,6771.3703470122755,0.9004502676889145,0.9114947111955346,0.0010131,4.381402995707233,15.58073392,-18.711776755792858,393.510271713717,407.230422310834,7680.165665013116
140,2451160.5,6771.3950671124285,0.9004432863719065,0.8890410503686276,0.001003,4.37990375787977,15.5806486,-18.792897788137797,393.60335786011456,407.1867763647424,7680.074076922665
141,2451160.5,6771.388759583015,0.9004450317011585,0.8834245808357098,0.0010044,4.380444809947888,15.580670369999998,-18.76594414086596,393.58757671288913,407.18994245314025,7680.08840603251
142,2451160.5,6771.386331608222,0.9004467770304105,0.855314307903089,0.0009952,4.46508978801111,15.58067875,-14.121129810877418,393.64744793100544,407.12521528543766,7680.019126362058
143,2451161.5,6771.534047993414,0.9005096088834823,0.8385277311574076,0.0009206,4.407528829280336,15.580168930000001,-17.27495009534719,394.3001737488312,406.7679222379966,7679.362456388042
144,2451161.5,6771.468655075105,0.9004939009202143,0.8272197429337365,0.0010141,4.490431968750067,15.58039462,-12.715274182077565,393.6017087119926,407.33560143821614,7680.117594677396
145,2451161.5,6771.496487943995,0.9004939009202143,0.8215980374130627,0.000984,4.542175745083942,15.580298559999997,-9.802645816086761,393.8333353998578,407.159640488132,7679.870643058785
146,2451161.5,6771.571121776755,0.9004659756521824,0.7991234326351317,0.0009284,4.3847714811635825,15.580040979999998,-18.530613441482163,394.2843951472969,406.8578484062127,7679.4013335749205
147,2451161.5,6771.575230493005,0.9004659756521824,0.793499981785206,0.0009269,4.387441834919134,15.5800268,-18.38712260307603,394.2986574118613,406.851803574149,7679.387484700696
148,2451161.5,6771.584464985912,0.9004712116399385,0.7766418465401927,0.0009286,4.3911593862258815,15.57999493,-18.17806917162559,394.2963716517261,406.8725583200976,7679.39530343355
149,2451161.5,6771.5525978605,0.9004921555909624,0.7710655195800709,0.0009324,4.422266389484176,15.58010491,-16.4908301261431,394.23880221825493,406.86639350274527,7679.442554993746
150,2451162.5,6771.5179756011785,0.9004869196032064,0.7429901532324901,0.0009528,4.443229539129881,15.5802244,-15.349702287526693,394.06607327402617,406.9698779283317,7679.61884993894
151,2451162.5,6771.492625631023,0.9004816836154504,0.7373387771145324,0.0009377,4.472086812982354,15.58031189,-13.73079268587253,394.14299699596813,406.84225426607645,7679.517263065544
152,2451162.5,6771.480928622262,0.9004816836154504,0.7092337401696678,0.0009391,4.480054241017709,15.580352259999998,-13.289261680742875,394.1218308821926,406.8400263623316,7679.534647185312
153,2451162.5,6771.46647041272,0.9004764476276944,0.6924052755219384,0.0009348,4.474617540397746,15.580402160000002,-13.587878404222396,394.13650355617756,406.79643726926224,7679.509823731933
154,2451163.5,6771.417179798249,0.9004764476276944,0.6474333766858005,0.0009386,4.504382385461258,15.580572279999998,-11.929104121070832,394.0615276332901,406.77283196320786,7679.566956414563
155,2451163.5,6771.368339165947,0.9004886649324584,0.6193300850701878,0.0008973,4.519523116722308,15.580740849999998,-11.077888430712429,394.2923903552137,406.44428797668115,7679.277491038421
156,2451163.5,6771.376599449484,0.9004747022984425,0.6193388117164479,0.0009271,4.526911095446001,15.58071234,-10.663848445272844,394.0988562041348,406.65434269483376,7679.501653058919
