,Name,Label,Semi-major axis(m),Inclination,Raan
81,0 OPS 5712 (P/L 160),0.3,7105848.990050328,69.92952500428343,358.42532816000806
82,0 GGSE 4,0.23,7280711.89428633,69.97112501915811,291.0386040649388
83,0 GGSE 5,0.43,7286404.577389019,69.9750250205526,349.7531250591401
84,0 OPS 5712 (P/L 152),0.23,7279337.43290211,69.97352502001625,280.3495002428997
85,0 OPS 5712 (P/L 153),0.43,7284555.074004311,69.9759250208744,335.2430198708484
86,0 OPS 7202 (DMSP 4A F3),0.09,7221288.696625328,98.85503534700571,272.3942973984053
87,0 OPS 4947 (TRANSIT 17),0.04,7439509.697136108,89.26963191961016,160.48205738261268
88,0 OPS 1264 (DMSP 4A F4),0.06,7073193.109656243,99.2385354841316,235.156584083538
89,0 ATS 3,0.24,42164731.40052166,1.793100641148308,285.36120203490407
90,0 ESSA 6 (TOS-D),0.19,7825026.120511694,102.18343653712229,88.39953160849359
91,0 COSMOS 203,0.14,7569630.141650815,74.05272647859199,145.56945205040125
92,0 OPS 7034 (TRANSIT 18),0.32,7446385.594247681,89.9893321769491,271.751497168563
93,0 COSMOS 209,0.23,7279768.525381759,65.3301233597028,260.60299318225884
94,0 WESTFORD NEEDLES,0.47,10010191.804753674,87.32903122572115,356.36102742188837
95,0 WESTFORD NEEDLES,0.01,10022389.75746244,87.28313120930895,334.96301977073034
96,0 OPS 7869 (DMSP 4B F1),0.09,7219443.1962355925,98.75643531174991,267.7763957472097
97,0 ESSA 7 (TOS-E),0.45,7830203.122977887,101.36943624606508,55.60921988385728
98,0 COSMOS 249,0.21,7656868.133214108,62.34962229398279,93.4230334047172
99,0 OPS 4078 (DMSP 4B F2),0.12,7179190.815393234,98.31103515249085,204.6704731828011
100,0 COSMOS 256,0.14,7575059.616694776,74.04942647741204,135.19394834049425
101,0 OAO 2,0.13,7117298.186030407,34.99311251227865,150.3259537511552
102,0 OPS 7684,0.25,7799100.828043125,80.35992873382071,283.6523014238626
103,0 ESSA 8 (TOS-F),0.39,7816768.238986926,101.41833626354996,7.089002534772381
104,0 OPS 2644,0.26,7787029.045399332,80.39652874690756,342.090922319412
105,0 COSMOS 272,0.14,7570954.595750105,73.9930264572454,316.86791330057093
106,0 OPS 1127 (DMSP 4B F3),0.12,7174254.75920969,98.69603529015305,268.0112958312015
107,0 COSMOS 292,0.41,7091983.665337223,74.04842647705445,33.06321182221557
108,0 SOICAL (CONE),0.31,7187008.971705322,69.99742502856202,347.76812434937517
109,0 COSMOS 304,0.13,7116794.541370157,74.03842647347881,272.44019741481736
110,0 TEMPSAT 2,0.43,7287351.678320123,70.01512503489093,304.2888088027356
111,0 OPS 7613 (P/L 4),0.43,7287442.789988493,70.01602503521272,310.40221098866834
112,0 OPS 7613 (P/L 5),0.43,7287467.0722927,70.01572503510546,309.01141049136817
113,0 SKYNET 1,0.24,42164400.88727219,4.521701616797894,290.76080396560747
114,0 OPS 7613 (P/L 1),0.23,7277537.9711736785,70.00912503274553,192.4272688050715
115,0 TIMATION 2,0.43,7286255.00740378,70.01532503496243,300.0262072785825
116,0 OPS 7613 (P/L 3),0.08,7290123.102433942,70.0172250356418,336.66952038091364
117,0 OPS 7613 (P/L 6),0.08,7288632.8817188125,70.01382503442609,313.36721204884606
118,0 ITOS 1 (TIROS M),0.1,7834016.823662336,101.65693634886476,113.51314058821707
119,0 OSCAR 5,0.1,7833599.408480353,101.55833631360895,103.88663714612561
120,0 NATO 2A,0.24,42162838.67608807,5.232801871061773,295.2604055745032
121,0 NIMBUS 4,0.27,7470267.097244676,99.96503574390196,317.8501136517705
122,0 COSMOS 332,0.41,7098785.621347674,74.03882647362184,341.0329219411091
123,0 INTELSAT 3-F7,0.24,42160595.26542477,2.6274009394640925,279.5487999565981
124,0 COSMOS 336,0.0,7852589.937891796,74.0279264697244,56.10662006170969
125,0 COSMOS 337,0.11,7888055.648610751,74.02732646950986,77.08282756204719
126,0 COSMOS 339,0.1,7834970.781602178,74.02602646904502,221.76557929539632
127,0 COSMOS 340,0.39,7816423.701217492,74.03072647072557,16.691005968103507
128,0 COSMOS 341,0.26,7783370.476363502,74.03032647058257,1.5115005404582391
129,0 COSMOS 342,0.35,7767059.430313159,74.02892647008196,173.81146214872845
130,0 COSMOS 343,0.07,7799367.933271048,74.02782646968865,183.99946579159226
131,0 METEOR 1-5,0.09,7218873.765001955,81.21952904118284,358.5625282090659
132,0 NNSS 19 (TRANSIT 19),0.32,7447598.8942956785,89.88773214062056,243.9578872305676
133,0 OPS 0203 (DMSP 5A F2),0.2,7154108.13734986,98.93783537661207,274.1591980294703
134,0 COSMOS 367,0.33,7347555.071462742,65.28022334186034,332.50461889169463
135,0 COSMOS 371,0.41,7090872.623111493,73.99812645906898,273.58919782565863
136,0 COSMOS 372,0.02,7149797.526497084,74.05542647955744,194.9001696892919
137,0 COSMOS 374,0.21,7659975.653750744,62.95892251184664,185.00196615005027
138,0 COSMOS 375,0.21,7655430.336827006,62.82802246504149,60.590821665098936
139,0 COSMOS 381,0.38,7360526.807325417,74.03442647204858,8.373502994063553
140,0 NOAA 1,0.19,7825953.595112862,101.62503633745848,112.93044037986441
141,0 DELTA 1 R/B(CEP 1),0.45,7829115.704189703,101.53503630527771,103.29033693291008
142,0 COSMOS 385,0.05,7353450.456824516,74.0210264672572,40.79681458747381
143,0 NATO 2B,0.24,42164532.08259599,6.082802174991317,289.46490350224013
144,0 OPS 5268 (DMSP 5A F3),0.29,7135216.661967223,98.68183528507562,234.53368386081127
145,0 COSMOS 400,0.18,7370021.288406359,65.82602353701886,310.92471117549564
146,0 ISIS 2,0.35,7768869.246973875,88.15893152246366,267.42349562102527
147,0 COSMOS 402,0.18,7366745.537547163,64.98102323487714,171.42596129575915
148,0 COSMOS 407,0.2,7158839.589566204,74.04302647512363,78.06402791288913
149,0 COSMOS 409,0.14,7571363.931742988,74.00032645985563,70.69802527907146
150,0 COSMOS 411,0.16,7780718.183332972,74.01272646428941,70.74652529641334
151,0 COSMOS 412,0.11,7885380.031615728,74.01562646532636,130.70374673495962
152,0 COSMOS 413,0.34,7868600.000371186,74.0171264658627,312.41141170708624
153,0 COSMOS 414,0.46,7838000.053631424,74.01862646639906,345.00712336214065
154,0 COSMOS 415,0.0,7853279.40820742,74.01572646536214,150.44735379456353
155,0 COSMOS 416,0.22,7809231.618697661,74.01612646550514,30.58451093592127
156,0 COSMOS 417,0.25,7795271.303168313,74.01222646411065,235.78238430730167
157,0 COSMOS 418,0.19,7823699.13111618,74.01452646493304,189.0895676116296
158,0 COSMOS 422,0.18,7370165.765742319,74.02002646689965,159.16705691241575
159,0 OV1-20/OV1-21 AKM,0.02,7145208.036318185,87.62403133120256,141.4030505606459
160,0 RIGIDSPHERE 2 (LCS 4),0.2,7156663.361659988,87.62963133320494,158.35655662261004
161,0 COSMOS 444,0.25,7792458.718004279,74.0254264688305,224.01948010131017
162,0 COSMOS 445,0.22,7808579.682136414,74.02812646979591,42.459615182031506
163,0 COSMOS 446,0.19,7824201.65578045,74.02612646908078,212.80997609319462
164,0 COSMOS 447,0.46,7840192.430082222,74.02942647026073,25.72880919969694
165,0 COSMOS 448,0.0,7856354.3292113235,74.02712646943836,197.83517073874282
166,0 COSMOS 449,0.11,7890259.728236193,74.0272264694741,193.13236905719
167,0 OPS 4311 (DMSP 5B F1),0.12,7179241.751735386,99.16453545767185,40.40751444827408
168,0 ASTEX 1,0.3,7109953.944474899,92.71843315277746,274.1171980144525
169,0 PROSPERO (BLACK ARROW),0.08,7290623.28913632,82.04212933531517,191.3428684173289
170,0 OPS 9431 (DSCS 2-1),0.24,42163334.82294014,6.5385023379333065,290.9013040158453
171,0 COSMOS 457,0.14,7577975.42365395,74.03442647204858,52.30821870353796
172,0 OPS 7898 (P/L 1),0.38,7363464.474258011,69.98932502566576,87.3009312156736
173,0 OPS 7898 (P/L 2),0.38,7361523.652740791,69.9878250251294,69.13402471984112
174,0 OPS 7898 (P/L 3),0.38,7361884.57428787,69.98902502555849,71.98412573893476
175,0 OPS 7898 (P/L 4),0.38,7361856.8498996785,69.98912502559422,72.28912584799185
176,0 COSMOS 465,0.38,7362699.167882383,74.02892647008196,305.1710091181787
177,0 COSMOS 468,0.02,7150774.446541314,74.01672646571969,227.429881320747
178,0 COSMOS 469,0.05,7356137.670902649,64.48882305888405,28.963710356381263
179,0 AUREOLE 1,0.05,7353134.370182126,73.95612644405129,201.04027188477158
180,0 METEOR 1-10,0.17,7232375.53615741,81.25942905544967,121.20724333935152
181,0 COSMOS 475,0.05,7355559.567243388,74.04942647741204,132.76924747350841
182,0 OPS 5058 (DMSP 5B F2),0.31,7189496.293578763,98.93273537478844,153.68445495203449
183,0 METEOR 1-11,0.36,7241946.2779816035,81.2222290421483,24.94400891908059
184,0 COSMOS 489,0.05,7356448.095913319,74.02262646782931,332.093918744843
185,0 COSMOS 494,0.02,7151171.237040537,74.05432647916409,60.38422159122618
186,0 COSMOS 504,0.26,7786346.8463794775,74.0279264697244,164.11545868178632
187,0 COSMOS 505,0.07,7802001.903934333,74.03072647072557,334.1999194978731
188,0 COSMOS 506,0.39,7816953.882594927,74.02782646968865,135.55334846900283
189,0 COSMOS 507,0.45,7831710.415523978,74.0279264697244,293.29230487078115
190,0 COSMOS 508,0.42,7847388.2669407325,74.0263264691523,99.3950355400904
191,0 COSMOS 509,0.34,7863781.091798438,74.02562646890199,270.12899658841513
192,0 COSMOS 510,0.4,7880337.287239246,74.02612646908078,82.37882945570699
193,0 LANDSAT 1 (ERTS 1),0.23,7280398.113659589,99.25873549135441,13.331504766866695
194,0 OAO 3 (COPERNICUS),0.06,7077879.178282556,35.008112517642104,27.44600981370613
195,0 COSMOS 516,0.33,7350254.877460738,64.80932317348336,186.4418666649069
196,0 TRIAD 1,0.3,7106809.438437855,89.92593215427955,214.7228767771791
197,0 COSMOS 521,0.18,7368928.432354905,65.8282235378055,43.400615518499386
198,0 NOAA 2 (ITOS-D),0.45,7829559.271942244,101.88893643181969,18.909606761395377
199,0 OSCAR 6,0.45,7829442.865666936,101.91553644133087,22.296807972536726
200,0 METEOR 1-13,0.17,7241144.209780184,81.27002905923985,243.42768704098702
201,0 COSMOS 528,0.25,7794605.017499357,74.03312647158374,269.13299623228124
202,0 COSMOS 529,0.22,7812774.908767598,74.03402647190555,103.74943709706776
203,0 COSMOS 530,0.16,7777931.580267332,74.03362647176253,87.80923139742346
204,0 COSMOS 531,0.19,7822768.143024825,74.03292647151223,210.34837521301463
205,0 COSMOS 532,0.03,7761335.60047707,74.03292647151223,265.3468948785075
206,0 COSMOS 533,0.35,7770017.730067234,74.03762647319277,0.9013003222725836
207,0 COSMOS 534,0.26,7786130.271100547,74.03512647229888,177.4721634576636
208,0 COSMOS 535,0.07,7803932.7937658625,74.03722647304974,9.433103372938543
209,0 OPS 7323 (DMSP 5B F3),0.12,7176787.4757523,98.45023520226377,239.96458580270644
210,0 NIMBUS 5,0.27,7472041.213033812,99.92893573099389,313.5816121255079
211,0 COSMOS 540,0.02,7148279.593636327,74.0793264881032,77.92402786283016
212,0 OPS 6063,0.24,42165587.00858607,5.290501891693227,289.9071036603549
213,0 METEOR 1-14,0.36,7245696.855053195,81.24182904915655,22.142307917293053
214,0 METEOR 1-15,0.17,7237678.520275578,81.19142903113531,357.69852790013044
215,0 COSMOS 564,0.22,7815275.065553139,74.01782646611301,103.38503696677144
216,0 COSMOS 565,0.42,7847099.007421114,74.01722646589846,76.0567271951506
217,0 COSMOS 566,0.1,7835675.446689666,74.01982646682814,317.3787134832148
218,0 COSMOS 567,0.19,7825668.124719506,74.01622646554091,213.0161761669244
219,0 COSMOS 568,0.07,7805583.133987472,74.02122646732872,1.302100465584302
220,0 COSMOS 569,0.25,7796403.291900299,74.01632646557665,263.1821941044884
221,0 COSMOS 570,0.26,7786722.044744997,74.0192264666136,159.42555700484613
222,0 COSMOS 571,0.16,7776914.227271654,74.01762646604149,53.42581910315168
223,0 COSMOS 574,0.18,7369876.578250063,82.95102966030521,190.67306817783242
224,0 OPS 8314 (2),0.39,7819537.0941052735,95.64163419800907,170.97006113274563
225,0 COSMOS 585,0.35,7767422.738433292,74.02512646872323,327.3305170416218
226,0 COSMOS 586,0.38,7359261.505214731,82.9439296577665,169.249360517485
227,0 COSMOS 588,0.42,7848497.400759776,73.99962645960534,62.60582238559074
228,0 COSMOS 589,0.45,7829292.606461924,73.99802645903323,224.5098802766597
229,0 COSMOS 590,0.46,7838154.431588396,74.0031264608568,316.1880130574632
230,0 COSMOS 591,0.25,7794041.515773071,73.99872645928353,213.25467625220344
231,0 COSMOS 592,0.26,7785179.7009779075,74.00072645999866,119.94284288724735
232,0 COSMOS 593,0.07,7802419.739057861,74.00202646046348,302.63610821178935
233,0 COSMOS 594,0.22,7810968.857635734,74.00142646024895,33.48231197207071
234,0 COSMOS 595,0.39,7819933.549173477,74.00022645981988,127.11324545112551
235,0 NNSS 20 (TRANSIT 20),0.18,7375605.824884253,89.81363211412506,287.03150263214354
236,0 NOAA 3,0.4,7883288.7928511975,102.14263652253368,19.29710689995149
237,0 OPS 6630 (2),0.22,7813079.747896108,96.94123466269943,163.30395839162296
238,0 COSMOS 614,0.29,7139831.922887263,74.05662647998649,34.06051217881431
239,0 COSMOS 617,0.26,7786725.726042584,74.029326470225,177.68596353411084
240,0 COSMOS 619,0.1,7833467.22914401,74.02982647040379,307.5112099549503
241,0 COSMOS 620,0.0,7854051.451936739,74.02992647043953,157.38575627548676
242,0 COSMOS 621,0.19,7823299.263776118,74.02772646965289,201.18597193686875
243,0 COSMOS 622,0.07,7804892.012622423,74.03142647097587,9.897403538955588
244,0 COSMOS 623,0.22,7813838.094547544,74.02832646986744,102.88223678698814
245,0 COSMOS 624,0.25,7795943.14591925,74.0279264697244,275.13909837984744
246,0 COSMOS 627,0.18,7367423.65958331,82.9540296613779,119.51064273270815
247,0 COSMOS 628,0.05,7357129.536923719,82.95782966273667,186.25226659711274
248,0 METEOR 1-16,0.09,7224098.853253342,81.22942904472275,146.02555221348626
249,0 COSMOS 641,0.22,7812188.305040303,74.01652646564816,70.12232507322179
250,0 COSMOS 642,0.16,7777258.970165994,74.01662646568391,64.49662306167306
251,0 COSMOS 643,0.25,7794699.047334232,74.01502646511183,248.87118898738757
252,0 COSMOS 644,0.26,7786057.670547012,74.01842646632754,156.0719558057189
253,0 COSMOS 645,0.07,7803151.153304171,74.0210264672572,336.52642032974614
254,0 COSMOS 646,0.39,7821845.0647092825,74.01802646618451,169.24246051501785
255,0 COSMOS 647,0.45,7830794.906299252,74.01522646518332,261.4833934970584
256,0 METEOR 1-17,0.36,7243216.742222488,81.1997290341031,38.39681372931981
257,0 COSMOS 650,0.03,7761979.485057658,74.04412647551695,358.63392823459594
258,0 COSMOS 654,0.33,7343862.448177798,64.94792322304177,278.14399945429193
259,0 COSMOS 660,0.29,7137665.415017611,82.9467296587677,115.22684120097477
260,0 COSMOS 663,0.05,7357649.958376488,82.95252966084158,179.87536431696185
261,0 OPS 6983 (DMSP 5C F1),0.12,7176689.644661147,98.6793352841817,246.98748831384395
262,0 COSMOS 675,0.35,7771700.757093728,74.0607264814525,15.74450562966903
263,0 COSMOS 677,0.22,7809396.991358605,74.03372647179826,64.31402299638185
264,0 COSMOS 678,0.4,7877263.706651499,74.03662647283521,25.351209064680713
265,0 COSMOS 679,0.34,7866193.964197293,74.03362647176253,276.3973988297704
266,0 COSMOS 680,0.0,7856849.60570976,74.03462647212008,184.2077658660728
267,0 COSMOS 681,0.42,7846669.775048967,74.03372647179826,83.03702969105575
268,0 COSMOS 682,0.46,7837363.209023599,74.03832647344308,349.10482482733124
269,0 COSMOS 683,0.19,7828112.11718513,74.03242647133344,255.68719142454486
270,0 COSMOS 684,0.39,7818958.813829677,74.0357264725134,162.8460582278944
271,0 COSMOS 689,0.18,7369947.768715039,82.94472965805257,175.26096266701768
272,0 METEOR 1-19,0.17,7237334.651603884,81.18532902895417,249.4898892086125
273,0 VANGUARD 2,,8123444.84085871,32.86521175141786,236.48048455691728
274,0 VANGUARD 3,,8263180.325179747,33.3449119229414,47.0561168255752
275,0 EXPLORER 7,,6959261.4722634675,50.28401797975658,58.421520889434994
276,0 TIROS 1,,7025182.801434504,48.378517298418075,259.52119279544604
277,0 COURIER 1B,,7463945.699221233,28.329410129578317,319.7135143180556
278,0 TRANSIT 4A,,7300525.415578159,66.81192388954139,342.8172225791108
279,0 SOLRAD 3/INJUN 1,,7307252.395065289,66.81202388957713,81.030628973639
280,0 TIROS 3,,7123198.787208092,47.89791712657272,233.05118333072244
281,0 MIDAS 3,,9822274.21644158,91.18753260538249,120.5569431068275
282,0 TRANSIT 4B,,7400973.492466847,32.43871159891675,52.32631871000988
283,0 TRAAC,,7405056.815984143,32.43961159923855,187.08866689617943
284,0 MIDAS 5 (STRONGBACK),,9475017.510566624,86.65423098443684,239.50418563808398
285,0 TELSTAR 1,,9670824.864046257,44.80741602152065,351.50932568709436
286,0 FTV 3502,,6995467.088325878,98.44823520154863,323.88221580863325
287,0 TIROS 6,,6980669.488657285,58.305020847778756,182.45296523861919
288,0 ALOUETTE 1 (S-27),,7380708.883765963,80.46392877100737,26.104009333855014
289,0 RELAY 1 (A-15),,10756981.337348102,47.5150169896614,43.48311554799843
290,0 EXPLORER 16,,7323715.432400572,52.00111859373001,256.59469174903444
291,0 SYNCOM 1,,38155405.57174162,30.60411094292953,311.54621139772183
292,0 TELSTAR 2 (A-41),,12263676.75264594,42.76671529183947,243.87748720181938
293,0 WESTFORD NEEDLES,,10007189.797499938,87.35663123558994,16.233205804410638
294,0 HITCH HIKER 1,,7059906.172443016,81.97902931275286,238.6450853309006
295,0 MIDAS 7/ERS 10,,10079369.18724641,88.40913161192621,320.96331476493924
296,0 WESTFORD NEEDLES,,10037039.08966857,87.34123123008342,28.753410281185523
297,0 ERS 9,,10079385.635111747,88.41663161460795,324.6544160847443
298,0 VELA 2,,115226977.41931456,39.18011400939983,144.41985163934552
299,0 VELA 1,,115414865.30806877,14.504605186325215,314.9312126080765
300,0 TRANSIT 5B-2,,7461972.934481166,89.9001321450544,88.1487315188165
301,0 TRANSIT 5E 3,,7460145.044394466,89.90043214516164,88.08383149561057
302,0 TIROS 8,,7040554.1922066035,58.49622091614503,40.73451456519757
303,0 RELAY 2,,11128352.550301252,46.46861661550626,22.814708157719203
304,0 ELEKTRON 1,,9735069.620644368,60.83392175202278,294.64280535367163
305,0 ELEKTRON 3,,9661729.18351082,60.821521747588974,4.267701525976595
306,0 OPS 3662 (VELA 3),,109576594.24871482,24.53910877430285,219.37377844017442
307,0 OPS 3674 (VELA 4),,109397180.54372443,42.46351518342601,158.55015669183442
308,0 SYNCOM 3,,42185552.767297775,2.2382008003001186,76.8650274841697
309,0 EXPLORER 20,,7302669.740668775,79.89552856776791,240.84898611893632
310,0 COSMOS 44,,7059119.8772139475,65.06162326369682,320.5039146006743
311,0 EXPLORER 22,,7334367.954340821,79.68922849400242,99.80773568765713
312,0 OPS 6582 (TRANSIT 5E-5),,7407812.068223532,89.99473217887993,187.3308669827815
313,0 EXPLORER 26 (EPE-D),,6940152.500430487,19.707207046588554,233.31318342440426
314,0 OPS 6582 (TRANSIT 5B-5),,7425659.268494965,90.02043218806935,194.11026940685198
315,0 TIROS 9,,8010581.335003959,96.39203446632521,36.194412941820495
316,0 LES 1,,9171920.898078347,32.148511495151624,347.2953241803189
317,0 GGSE 3,,7269741.617518823,70.07692505698836,183.1607654917032
318,0 OPS 4682 (SNAPSHOT),,7672677.385489434,90.29043228461168,321.24151486441366
319,0 SECOR 4 (EGRS 4),,7669313.320386092,90.27983228082148,331.010118357315
320,0 INTELSAT 1-F1,,42154292.66566104,2.448500875495863,76.43112732902263
321,0 DELTA 1 R/B(2),,25610610.77133165,17.900506400577378,85.58383060170016
322,0 EXPLORER 27,,7492478.700244198,41.18721472706686,82.83652961936413
323,0 LES 2,,15166394.146231,32.15741149833395,65.33622336188394
324,0 LCS 1,,9166077.657447577,32.1403114922196,130.57974669062168
325,0 OPS 6577 (VELA 5),,118341084.15863375,20.96540749647579,4.336501550577011
326,0 OPS 6564 (VELA 6),,118446923.40922213,33.240511885611696,35.79501279900936
327,0 SECOR 5 (EGRS 5),,8156081.864344317,69.23812475706356,318.6092139231975
328,0 TEMPSAT 1,,7511971.95063131,89.88313213897577,223.3525798628506
329,0 NAVSPASUR ROD 1,,7454692.832491227,89.9136321498815,220.38677880238686
330,0 COSMOS 84,,7897449.505047836,56.05262004240123,164.7950589247869
331,0 COSMOS 88,,7870712.237090535,56.05852004451086,184.6423660214702
332,0 COSMOS 90,,7907864.126491117,56.058720044582365,350.0560251674463
333,0 OV1-2,,7722410.252233173,144.22495156965627,198.47207096647537
