,Norad_ID,Name,Label,dbscan_labels,Semi-major axis(m),Inclination,Raan
149,,0 OPS 5712 (P/L 153),0.055,-1.0,7284555.074004311,69.9759250208744,335.2430198708484
6606,47548.0,0 TBA - TO BE ASSIGNED,0.055,-1.0,7282391.2607975975,99.06673542270208,77.24182761889988
767,11971.0,0 COSMOS 1176 FUEL CORE,0.055,-1.0,7282808.957997343,64.83132318134979,237.14478479444716
617,10702.0,0 LANDSAT 3,0.055,-1.0,7283403.875515685,98.79283532476525,29.61221058826163
1742,21873.0,0 USA 78,0.056,-1.0,42514273.964140415,14.1646050647534,17.266106173738667
2248,25492.0,0 SIRIUS 3,0.056,-1.0,42514713.25977262,8.509903042835306,46.41721659712746
2576,27820.0,0 AMC-9 (GE-12),0.056,-1.0,42516764.79182515,3.0425010878889784,85.29713049918652
2103,24748.0,0 DIRECTV 6 (TEMPO 2),0.056,-1.0,42515659.14328719,10.723203834232077,35.481912687056024
2261,25546.0,0 BONUM 1,0.056,-1.0,42514943.93029651,6.807102433975043,60.6643216913799
835,12677.0,0 HIMAWARI 2 (GMS 2),0.057,-1.0,42366321.13825442,12.042304305894964,321.2740148760345
1225,16482.0,0 SATCOM K1,0.057,-1.0,42366684.560619295,15.111605403366664,6.474702315120712
2227,25416.0,0 ORBCOMM FM 20,0.058,0.0,7159701.750171417,44.99591608892151,96.57683453240305
2226,25415.0,0 ORBCOMM FM 19,0.058,0.0,7159622.462533215,44.996116088993006,97.30953479439032
2228,25417.0,0 ORBCOMM FM 16,0.058,0.0,7158789.530435152,44.99601608895726,96.61673454666986
2225,25414.0,0 ORBCOMM FM 18,0.058,0.0,7159516.0363603635,44.99561608881424,95.6171341892487
2356,25986.0,0 ORBCOMM FM 34,0.058,1.0,7160094.746830665,45.04201610540522,5.575101993455988
1245,16681.0,0 COSMOS 1741,0.058,-1.0,7159783.588107677,74.02472646858021,17.24250616530015
6728,47548.0,0 TBA - TO BE ASSIGNED,0.058,-1.0,7160289.699605694,98.92413537171343,147.25975265479195
7082,47548.0,0 TBA - TO BE ASSIGNED,0.058,-1.0,7159618.145991345,71.00582538912974,62.44242232716474
968,13991.0,0 COSMOS 1452,0.058,-1.0,7159563.440382054,74.04942647741204,167.379759848983
2354,25984.0,0 ORBCOMM FM 36,0.058,1.0,7159882.552848289,45.0395161045113,5.5593019878064736
1272,16952.0,0 COSMOS 1777,0.058,-1.0,7159347.735607421,74.00412646121437,98.09933507679449
518,8923.0,0 COSMOS 836,0.058,-1.0,7159297.9939611675,74.05442647919986,299.35200703751275
2229,25418.0,0 ORBCOMM FM 15,0.058,2.0,7159466.931244145,44.9991160900657,102.6256366952372
2236,25475.0,0 ORBCOMM FM 21,0.058,3.0,7159723.280283352,45.00861609346257,186.29526661248798
2240,25479.0,0 ORBCOMM FM 25,0.058,3.0,7159683.710833445,45.00781609317653,186.9326668403994
1184,16011.0,0 COSMOS 1680,0.058,-1.0,7159016.54498674,74.05372647894957,289.31220344764006
244,,0 COSMOS 407,0.058,-1.0,7158839.589566204,74.04302647512363,78.06402791288913
2350,25980.0,0 ORBCOMM FM 30,0.058,-1.0,7159964.07950011,45.03441610268772,0.4724001689133126
701,11425.0,0 COSMOS 1110,0.058,-1.0,7158867.1334496075,74.0130264643967,221.58567923107051
705,11510.0,0 COSMOS 1125,0.058,-1.0,7159226.346994319,74.03542647240612,144.23285157248097
2242,25481.0,0 ORBCOMM FM 27,0.058,3.0,7159795.515924011,45.00621609260441,187.21276694055317
2351,25981.0,0 ORBCOMM FM 31,0.058,-1.0,7159915.936024478,45.02561609954116,356.61292751195884
2241,25480.0,0 ORBCOMM FM 26,0.058,-1.0,7160382.798309827,45.00731609299774,175.5286627627377
1551,20439.0,0 OSCAR 16 (PACSAT),0.058,-1.0,7160473.2113917135,98.77763531933027,6.9728024932234245
1552,20440.0,0 OSCAR 17 (DOVE),0.058,4.0,7159094.3239863375,98.7507353097118,2.93110104805633
1553,20441.0,0 OSCAR 18 (WEBERSAT),0.058,4.0,7160317.910408929,98.7500353094615,1.2698004540349794
1554,20442.0,0 OSCAR 19 (LUSAT),0.058,-1.0,7159938.350470778,98.7254353006654,357.5922278621214
2239,25478.0,0 ORBCOMM FM 24,0.058,3.0,7159731.5306491535,45.008516093426806,188.754367491774
2355,25985.0,0 ORBCOMM FM 35,0.058,1.0,7159814.085577771,45.04231610551248,6.864002454320443
2238,25477.0,0 ORBCOMM FM 23,0.058,3.0,7160180.420346477,45.00861609346257,186.555966705705
1336,18095.0,0 COSMOS 1850,0.058,-1.0,7159059.0755886575,74.03962647390792,23.961408567738037
474,8458.0,0 COSMOS 783,0.058,-1.0,7160358.50473656,74.06132648166705,323.9188158217202
2230,25419.0,0 ORBCOMM FM 14,0.058,0.0,7159422.412975073,44.99851608985117,99.14293544994844
2237,25476.0,0 ORBCOMM FM 22,0.058,3.0,7159366.945119315,45.00811609328379,184.33166591037502
1129,15482.0,0 COSMOS 1624,0.058,-1.0,7159675.483920507,74.04322647519513,159.97505720132762
2231,25420.0,0 ORBCOMM FM 13,0.058,2.0,7160012.247102891,44.9991160900657,103.89613714952247
7054,47548.0,0 TBA - TO BE ASSIGNED,0.059,0.0,7660178.230650382,90.2832322820372,328.5389174737024
7040,47548.0,0 TBA - TO BE ASSIGNED,0.059,1.0,7659670.703545825,90.28803228375351,320.32771453767145
6954,47548.0,0 TBA - TO BE ASSIGNED,0.059,2.0,7660192.258400617,90.28493228264506,325.06081623005844
7131,47548.0,0 TBA - TO BE ASSIGNED,0.059,1.0,7659326.672871406,90.28883228403956,320.7867147017935
7024,47548.0,0 TBA - TO BE ASSIGNED,0.059,0.0,7660439.503602723,90.2805322810718,327.7362171866856
228,4594.0,0 COSMOS 374,0.059,-1.0,7659975.653750744,62.95892251184664,185.00196615005027
6863,47548.0,0 TBA - TO BE ASSIGNED,0.059,-1.0,7659234.271603262,90.2926322853983,301.86540793621447
7107,47548.0,0 TBA - TO BE ASSIGNED,0.059,2.0,7659632.854534774,90.288232283825,323.3431156158705
6977,47548.0,0 TBA - TO BE ASSIGNED,0.059,2.0,7659405.967421846,90.2864322831814,323.6956157419118
6112,47150.0,0 STARLINK-1863,0.06,0.0,6813466.629640928,53.056618971139,324.6700160903224
6099,47137.0,0 STARLINK-1849,0.06,0.0,6813935.073544369,53.05471897045961,324.69371609879664
6095,47133.0,0 STARLINK-1843,0.06,0.0,6813774.112834573,53.057718971532296,324.6493160829208
6116,47154.0,0 STARLINK-1868,0.06,0.0,6814293.054127398,53.056718971174746,324.67171609093026
4368,43617.0,0 ELFIN A,0.06,-1.0,6814700.108978618,93.02453326222786,254.57229102589662
6122,47160.0,0 STARLINK-1875,0.06,0.0,6813362.129331563,53.0568189712105,325.4725163772676
4056,42853.0,0 FLOCK 2K 02,0.06,1.0,6814051.4980917685,96.86303463473793,260.61679318719325
6097,47135.0,0 STARLINK-1845,0.06,0.0,6814704.766230224,53.05631897103172,324.6039160666874
3265,38997.0,0 HJ-1C,0.06,-1.0,6813751.520295117,97.13303473128023,74.87762677354668
4084,42881.0,0 LEMUR 2 ARTFISCHER,0.06,1.0,6813857.827815805,96.86043463380823,262.3668938129664
6103,47141.0,0 STARLINK-1854,0.06,0.0,6814225.272995513,53.0568189712105,324.6748160920386
6091,47129.0,0 STARLINK-1838,0.06,-1.0,6813708.24567244,53.052818969780255,327.5114171063052
3326,39194.0,0 COSMOS 2487,0.06,-1.0,6814843.580709895,74.70762671276076,265.30559486374005
4739,44374.0,0 PROMETHEUS 2-7,0.06,2.0,6813913.480307172,45.006516092711685,229.8671821922381
4734,44366.0,0 PROMETHEUS 2-9,0.06,2.0,6814998.1184624825,45.00781609317653,228.9917818792265
1768,20303.0,0 DELTA 2 R/B(1),0.061,-1.0,6885516.111223103,20.71420740665567,142.84325107560983
4250,43180.0,0 KANOPUS-V 3,0.061,0.0,6886087.811650367,97.4536348459153,313.8756122306317
4251,43181.0,0 KANOPUS-V 4,0.061,0.0,6886027.987586746,97.43563483947916,314.09351230854486
4243,43167.0,0 LEMUR 2 TALLHAMN-ATC,0.061,-1.0,6885966.524163888,82.92222965000737,173.8655621680727
4203,43111.0,0 CARTOSAT 2F,0.061,1.0,6886219.813530408,97.45853484766735,103.57153703345713
4306,43442.0,0 ZHUHAI-1 OHS-03,0.061,2.0,6885997.929499224,97.30433479253098,114.661440998808
3540,40298.0,0 ASNARO,0.061,-1.0,6885176.514077119,97.4015348272862,127.1414454612088
3853,41948.0,0 CARTOSAT 2D,0.061,1.0,6886218.86470183,97.46093484852553,104.9040375099114
4554,43876.0,0 KANOPUS-V 5,0.061,0.0,6886147.878746833,97.45373484595106,313.990012271537
6195,43663.0,0 OBJECT B,0.061,-1.0,6885980.299078798,97.43043483761984,142.90375109724246
4555,43877.0,0 KANOPUS-V 6,0.061,0.0,6886054.837096687,97.45303484570076,313.96571226284834
4028,42825.0,0 KANOPUS-V-IK,0.061,0.0,6885840.561971439,97.4518348452717,313.9545122588435
3228,38707.0,0 KANOPUS-V 1,0.061,-1.0,6885384.152125645,97.46473484988428,325.3446163315351
4303,43439.0,0 ZHUHAI-1 OHS-01,0.061,2.0,6886306.046490897,97.30693479346064,114.700841012896
3740,41599.0,0 CARTOSAT 2C,0.061,1.0,6886170.674309578,97.41873483343632,105.12343758836096
3985,42767.0,0 CARTOSAT 2E,0.061,1.0,6886108.712156042,97.39163482374632,103.23023691142048
1172,15889.0,0 COSMOS 1666,0.061,-1.0,6886186.051751602,82.48712949443122,108.5364388087275
2121,24827.0,0 COSMOS 2344,0.062,-1.0,8499548.74647512,63.31032263749468,235.5607842280655
2122,11567.0,0 SL-12 R/B(2),0.062,-1.0,8503017.344292365,63.34292264915128,270.85039684636195
3240,38745.0,0 EXPRESS MD2,0.062,-1.0,8501999.688360255,49.8854178372315,214.7801767976676
66,1360.0,0 LES 2,0.063,0.0,15166394.146231,32.15741149833395,65.33622336188394
126,,0 LES 2 AKM,0.063,0.0,15166197.20109231,32.15951149908484,64.24532297181719
6636,47548.0,0 TBA - TO BE ASSIGNED,0.064,-1.0,7414664.772799204,100.52373594367306,200.31177162428617
3588,40555.0,0 COSMOS 2504,0.064,-1.0,7415890.022879533,82.51802950547993,296.441205996715
596,10531.0,0 COSMOS 970,0.064,-1.0,7414574.187284016,65.85292354663734,176.65766316642762
458,,0 KIKU 1 (ETS 1),0.064,-1.0,7415575.8856084375,46.98801680122509,150.83225393218996
615,10684.0,0 OPS 5111 (NAVSTAR 1),0.065,-1.0,26782503.5535227,63.113322567054546,111.61383990909545
824,12627.0,0 COSMOS 1285,0.065,-1.0,26782763.07949829,68.02012432155041,217.56267779258982
104,2173.0,0 NIMBUS 2,0.066,-1.0,7511464.880051983,100.44613591592608,181.30386482774225
71,1512.0,0 TEMPSAT 1,0.066,-1.0,7511971.95063131,89.88313213897577,223.3525798628506
6923,47548.0,0 TBA - TO BE ASSIGNED,0.066,-1.0,7509274.031012129,30.080310755637413,206.56047385859736
1323,11567.0,0 SL-12 R/B(2),0.067,-1.0,42275010.699648015,14.164405064681887,337.2294205811138
2322,25896.0,0 YAMAL 101,0.067,-1.0,42276326.80524627,14.24860509478879,14.443005164299269
1061,11567.0,0 SL-12 R/B(2),0.067,-1.0,42277575.84581152,13.421004798868685,323.90311581610644
1169,15826.0,0 TELSTAR 303,0.067,-1.0,42275944.43553753,15.082905393104575,1.7546006273820869
3521,40129.0,0 GALILEO 6 (262),0.068,0.0,27977470.61742138,50.55161807544075,350.88982546558333
3520,40128.0,0 GALILEO 5 (261),0.068,0.0,27977538.98297562,50.51901806378415,351.85522581077583
2767,29522.0,0 DMSP 5D-3 F17 (USA 191),0.069,-1.0,7223729.768182842,98.79123532419314,62.00532217087345
1103,15333.0,0 COSMOS 1603,0.069,-1.0,7223459.890622831,71.02712539674586,175.89676289435704
6516,47548.0,0 TBA - TO BE ASSIGNED,0.069,-1.0,7223101.73201608,99.09993543457321,261.77939360289736
1971,23455.0,0 NOAA 14,0.069,-1.0,7223319.6150591215,98.51063522386065,89.5313320131847
6624,47548.0,0 TBA - TO BE ASSIGNED,0.069,-1.0,7222199.10573496,73.29022620594931,251.3886898875554
6565,47548.0,0 TBA - TO BE ASSIGNED,0.069,-1.0,7222972.19904415,82.92272965018617,258.2791923513513
374,7209.0,0 METEOR 1-16,0.069,-1.0,7224098.853253342,81.22942904472275,146.02555221348626
3426,39630.0,0 DMSP 5D-3 F19 (USA 249),0.069,-1.0,7223941.778999233,98.7500353094615,54.69681955761574
1332,17973.0,0 COSMOS 1844,0.069,-1.0,7223463.953277349,70.90042535144248,338.5688210600352
1588,20624.0,0 COSMOS 2082,0.069,-1.0,7222671.00617798,71.03982540128693,297.5728064013346
1912,23087.0,0 COSMOS 2278,0.069,-1.0,7224489.719637417,71.05192540561345,87.93833144358497
6858,47548.0,0 TBA - TO BE ASSIGNED,0.069,-1.0,7223257.841213394,98.36203517072659,34.177712220720835
27,,0 ERS 9,0.07,-1.0,10079385.635111747,88.41663161460795,324.6544160847443
24,622.0,0 MIDAS 7/ERS 10,0.07,-1.0,10079369.18724641,88.40913161192621,320.96331476493924
2602,27951.0,0 INSAT 3E,0.071,-1.0,42019044.99785401,5.2978018943034435,70.91622535709197
1959,11567.0,0 SL-12 R/B(2),0.071,-1.0,42020221.200840585,14.689505252438831,9.899003539527689
2071,24208.0,0 ITALSAT 2,0.071,-1.0,42021184.57017702,12.776504568418586,21.053507527977192
377,,0 COSMOS 637,0.071,-1.0,42021913.38770544,5.754702057674513,290.84220399471326
2035,11567.0,0 SL-12 R/B(2),0.07200000000000001,-1.0,25486322.86048257,65.70962349539839,265.4400949118325
1455,11567.0,0 SL-12 R/B(2),0.07200000000000001,-1.0,25486673.87331397,65.73762350541017,19.130206840274028
3024,11567.0,0 SL-12 R/B(2),0.07200000000000001,-1.0,25488083.381603505,64.24672297231777,137.42864913954287
783,12113.0,0 COSMOS 1234,0.073,-1.0,7814853.18565365,73.9937264574957,118.195342262404
445,7820.0,0 COSMOS 732,0.073,0.0,7814804.132967873,74.01682646575543,101.93813644941184
1408,18943.0,0 COSMOS 1930,0.073,-1.0,7815151.253650899,74.00502646153619,181.3994648619254
732,11691.0,0 COSMOS 1156,0.073,1.0,7814077.822925707,74.02172646750749,138.78044962289812
7072,47548.0,0 TBA - TO BE ASSIGNED,0.073,-1.0,7814222.70253178,101.67223635433552,359.9689287119441
368,,0 COSMOS 623,0.073,0.0,7813838.094547544,74.02832646986744,102.88223678698814
832,12642.0,0 COSMOS 1293,0.073,-1.0,7814827.187468485,74.03382647183403,166.22055943449462
794,12321.0,0 COSMOS 1251,0.073,-1.0,7815774.388956525,74.03012647051105,169.10046046424367
1292,17144.0,0 COSMOS 1800,0.073,-1.0,7813472.629223296,74.01412646479002,172.0343615133012
991,14172.0,0 COSMOS 1474,0.073,-1.0,7815003.569767195,74.02562646890199,177.45406345119167
7115,47548.0,0 TBA - TO BE ASSIGNED,0.073,-1.0,7814257.296567013,82.44392947898444,297.9791065466129
122,,0 ESSA 3 (TOS-A),0.073,-1.0,7814133.898005714,100.91663608416002,46.64671667918845
332,,0 COSMOS 564,0.073,0.0,7815275.065553139,74.01782646611301,103.38503696677144
1032,14613.0,0 COSMOS 1524,0.073,-1.0,7814713.21424182,74.00892646293069,159.2071569267541
574,10287.0,0 COSMOS 941,0.073,1.0,7815520.054338868,74.02532646879473,138.64234957351852
1281,11567.0,0 SL-12 R/B(2),0.07400000000000001,-1.0,42931313.58403532,14.367805137410441,340.66222180856005
528,9478.0,0 MARISAT 2,0.07400000000000001,-1.0,42933357.67418942,9.865803527656562,319.7403143276383
951,13782.0,0 SAKURA 2A (CS-2A),0.075,-1.0,42409148.495271176,13.40250479225375,335.56741998684214
1981,23522.0,0 HIMAWARI 5 (GMS 5),0.075,-1.0,42408669.8289748,13.498404826544151,18.466506602958685
1011,14328.0,0 SATCOM 2R,0.075,-1.0,42407998.35374352,15.241705449885767,1.2953004631528655
2157,25049.0,0 SIRIUS 2 (GE-1E),0.075,-1.0,42408820.28175032,8.750103128722218,46.76411672116647
2086,24652.0,0 ARABSAT 2B,0.075,-1.0,42406316.79606827,6.384402282832669,63.7641227997573
6955,47548.0,0 TBA - TO BE ASSIGNED,0.076,-1.0,7920871.35282496,82.12352936442088,201.34147199247
859,12982.0,0 COSMOS 1327,0.076,-1.0,7920481.18787099,73.98022645266859,271.1923969686489
6596,47548.0,0 TBA - TO BE ASSIGNED,0.076,-1.0,7919214.56670385,67.52492414448463,153.31525482002178
6554,47548.0,0 TBA - TO BE ASSIGNED,0.076,-1.0,7921985.310277628,6.349602270389434,200.54977170938645
2323,25897.0,0 YAMAL 102,0.077,-1.0,42246652.13665655,12.147104343367696,26.303709405260573
1446,19397.0,0 GORIZONT 16,0.077,-1.0,42243865.50911304,13.915204975576895,344.64602323302415
1069,14985.0,0 CHINASAT 5 (SPACENET 1),0.077,0.0,42245664.80727615,15.039405377550533,3.8400013730464013
1916,23118.0,0 METEOSAT 6 AKM,0.077,0.0,42244763.162566654,15.009405366823607,2.5627009163296908
4827,44634.0,0 PALISADE,0.078,-1.0,7594243.853006,87.89073142656494,307.49030994747733
5306,45452.0,0 ONEWEB-0082,0.078,0.0,7595800.762223488,87.88383142409774,48.91261748939309
5305,45451.0,0 ONEWEB-0087,0.078,0.0,7595798.302540444,87.88563142474136,48.939817499118824
5310,45456.0,0 ONEWEB-0086,0.078,0.0,7595837.592064233,87.8839314241335,48.92411749350506
5309,45455.0,0 ONEWEB-0060,0.078,0.0,7595797.101659807,87.88513142456257,48.92511749386263
5311,45457.0,0 ONEWEB-0088,0.078,0.0,7595787.0853298325,87.88473142441956,48.96031750644889
5308,45454.0,0 ONEWEB-0034,0.078,0.0,7595821.605896934,87.88513142456257,48.884317479274024
5303,45449.0,0 ONEWEB-0019,0.078,0.0,7595812.180275872,87.88453142434805,48.912117489214296
5300,45446.0,0 ONEWEB-0068,0.078,0.0,7595814.531851679,87.88423142424078,48.939217498904284
5301,45447.0,0 ONEWEB-0046,0.078,0.0,7595811.0604785085,87.88463142438381,48.94211749994122
5281,45427.0,0 ONEWEB-0090,0.078,0.0,7595805.948029582,87.88563142474136,48.94091749951214
5279,45425.0,0 ONEWEB-0067,0.078,0.0,7595817.088082287,87.88423142424078,48.95261750369564
5282,45428.0,0 ONEWEB-0061,0.078,0.0,7595810.454243557,87.88453142434805,48.91801749132393
5283,45429.0,0 ONEWEB-0081,0.078,0.0,7595784.745359277,87.88513142456257,48.86641747287362
5284,45430.0,0 ONEWEB-0069,0.078,0.0,7595810.234145546,87.88493142449106,48.93951749901157
5278,45424.0,0 ONEWEB-0066,0.078,0.0,7595814.945018717,87.88433142427652,48.93571749765282
5287,45433.0,0 ONEWEB-0064,0.078,0.0,7595769.794302825,87.88523142459833,48.947817501979344
5288,45434.0,0 ONEWEB-0018,0.078,0.0,7595808.141284564,87.88463142438381,48.925317493934145
5289,45435.0,0 ONEWEB-0083,0.078,0.0,7595795.043560012,87.88513142456257,48.9316174961868
5290,45436.0,0 ONEWEB-0095,0.078,0.0,7595801.885878412,87.88523142459833,48.935317497509786
5291,45437.0,0 ONEWEB-0092,0.078,0.0,7595821.466887153,87.88543142466986,48.869517473982064
5292,45438.0,0 ONEWEB-0085,0.078,0.0,7595785.695248097,87.88533142463409,48.9481175020866
5293,45439.0,0 ONEWEB-0096,0.078,0.0,7595802.557754752,87.88503142452683,48.93731749822491
5295,45441.0,0 ONEWEB-0042,0.078,0.0,7595812.778788428,87.88463142438381,48.94131749965516
5296,45442.0,0 ONEWEB-0098,0.078,0.0,7595791.464091457,87.88503142452683,48.945917501299974
5297,45443.0,0 ONEWEB-0055,0.078,0.0,7595813.1185891535,87.8823314235614,48.83721746243275
5298,45444.0,0 ONEWEB-0093,0.078,0.0,7595803.843587471,87.88373142406199,48.93951749901157
5299,45445.0,0 ONEWEB-0029,0.078,0.0,7595802.947752007,87.88493142449106,48.92101749239662
5280,45426.0,0 ONEWEB-0080,0.078,0.0,7595796.464536833,87.88533142463409,48.92801749489957
5302,45448.0,0 ONEWEB-0063,0.078,0.0,7595824.444014696,87.88403142416928,48.96161750691372
5285,45431.0,0 ONEWEB-0031,0.078,0.0,7595795.4374176515,87.88493142449106,48.94301750026303
5294,45440.0,0 ONEWEB-0037,0.078,0.0,7595794.321487808,87.88503142452683,48.95231750358838
6467,47548.0,0 TBA - TO BE ASSIGNED,0.079,0.0,6638024.9486343535,53.048718968314226,85.03283040468229
6468,47548.0,0 TBA - TO BE ASSIGNED,0.079,0.0,6636956.19212136,53.04821896813545,85.02263040103516
2993,35867.0,0 FREGAT/IRIS,0.079,-1.0,6635656.216591261,96.86813463656149,91.54303273249657
4870,44750.0,0 STARLINK-1045,0.079,-1.0,6636252.882132567,52.991518947861564,176.36706306251946
3000,35932.0,0 SWISSCUBE,0.08,0.0,7082677.328757899,98.60733525843708,239.4952856349017
6191,47291.0,0 ONEWEB-0145,0.08,-1.0,7081526.470830307,87.59953132244226,20.93220748460466
3001,35933.0,0 BEESAT,0.08,0.0,7082470.924500935,98.6050352576147,240.3244859313939
2805,31126.0,0 MAST,0.08,1.0,7081401.163487355,98.20823511573325,343.04482266049234
4949,44874.0,0 CHEOPS,0.08,-1.0,7081541.186357182,98.23373512485114,230.74378250567887
2809,31130.0,0 CAPE 1,0.08,1.0,7082209.869130141,98.22313512106092,343.529022833625
4375,43636.0,0 CENTISPACE-1 S1,0.08,-1.0,7081709.242382818,98.12373508551909,116.02774148734792
3827,41898.0,0 TANSAT,0.08,2.0,7081586.033377115,98.31133515259808,349.8419250908918
3828,41899.0,0 YIJIAN,0.08,2.0,7082549.73044552,98.30583515063152,348.78902471441256
13,309.0,0 TIROS 5,0.08,-1.0,7081374.067058335,58.09022077097398,167.39485985438225
101,2125.0,0 OPS 0340,0.08,-1.0,7081763.960449748,98.0489350587733,256.4223916874261
2160,25067.0,0 JCSAT 5,0.081,-1.0,42625041.34728599,7.882302818428035,52.178118657018864
1445,11567.0,0 SL-12 R/B(2),0.081,-1.0,42622867.85986562,14.443605164513805,346.34992384227775
6251,47385.0,0 STARLINK-2105,0.08199999999999999,0.0,6757664.945919524,53.05131896924389,99.26063549203377
6267,47401.0,0 STARLINK-2123,0.08199999999999999,0.0,6757818.776285316,53.05111896917239,98.05713506170528
6250,47384.0,0 STARLINK-2104,0.08199999999999999,0.0,6757928.139484363,53.05121896920814,100.48233592886992
6266,47400.0,0 STARLINK-2122,0.08199999999999999,0.0,6757893.768952003,53.05391897017356,99.24303548574065
6265,47399.0,0 STARLINK-2121,0.08199999999999999,0.0,6757854.72568754,53.05131896924389,99.23583548316616
6264,47398.0,0 STARLINK-2120,0.08199999999999999,0.0,6757905.891707732,53.05141896927965,99.26283549282041
6218,47352.0,0 STARLINK-2034,0.08199999999999999,0.0,6757805.172141437,53.053818970137826,99.30463550776658
6220,47354.0,0 STARLINK-2046,0.08199999999999999,0.0,6757709.4261589125,53.05391897017356,99.25703549074652
6217,47351.0,0 STARLINK-2017,0.08199999999999999,0.0,6757907.065066525,53.05371897010205,99.24883548781452
6221,47355.0,0 STARLINK-2047,0.08199999999999999,0.0,6757726.226792335,53.05121896920814,98.01933504818935
6222,47356.0,0 STARLINK-2049,0.08199999999999999,0.0,6757896.274220965,53.05131896924389,99.25893549142592
6263,47397.0,0 STARLINK-2119,0.08199999999999999,0.0,6757882.055625157,53.05141896927965,99.31953551309431
6262,47396.0,0 STARLINK-2118,0.08199999999999999,0.0,6757724.027252543,53.053618970066296,98.0577350619198
6223,47357.0,0 STARLINK-2050,0.08199999999999999,0.0,6757894.907710332,53.051518969315396,99.29903550576424
6219,47353.0,0 STARLINK-2045,0.08199999999999999,0.0,6757899.627075927,53.051518969315396,99.2385354841316
6216,47350.0,0 STARLINK-2011,0.08199999999999999,0.0,6757670.255835745,53.05141896927965,99.29273550351157
6215,47349.0,0 STARLINK-1952,0.08199999999999999,0.0,6757890.586197083,53.05131896924389,99.29343550376188
6268,47402.0,0 STARLINK-2124,0.08199999999999999,0.0,6757815.175605693,53.05201896949419,99.27823549832694
6094,47132.0,0 STARLINK-1842,0.08199999999999999,1.0,6756505.077271794,53.055618970781424,326.6048167821375
6246,47380.0,0 STARLINK-2100,0.08199999999999999,0.0,6757809.4618068775,53.053618970066296,98.05523506102593
6248,47382.0,0 STARLINK-2102,0.08199999999999999,0.0,6757721.055138046,53.05371897010205,98.05213505991743
6247,47381.0,0 STARLINK-2101,0.08199999999999999,0.0,6757903.253814521,53.05121896920814,99.2821354997214
6274,47408.0,0 STARLINK-2135,0.08199999999999999,0.0,6757782.853306504,53.05271896974449,100.5025359360927
6245,47379.0,0 STARLINK-2099,0.08199999999999999,0.0,6757913.62954267,53.053618970066296,99.25233548906598
6273,47407.0,0 STARLINK-2134,0.08199999999999999,0.0,6757727.172335547,53.053618970066296,98.04013505562668
6244,47378.0,0 STARLINK-2098,0.08199999999999999,0.0,6757814.068592265,53.05131896924389,98.02373504976265
6272,47406.0,0 STARLINK-2133,0.08199999999999999,0.0,6757686.943799966,53.05121896920814,99.25843549124713
6243,47377.0,0 STARLINK-2097,0.08199999999999999,0.0,6757929.687638908,53.05121896920814,98.07473506799843
6271,47405.0,0 STARLINK-2130,0.08199999999999999,0.0,6757882.485180181,53.053818970137826,99.28973550243887
6270,47404.0,0 STARLINK-2128,0.08199999999999999,0.0,6757814.400119675,53.05271896974449,100.50263593612848
6249,47383.0,0 STARLINK-2103,0.08199999999999999,0.0,6757759.658287898,53.05121896920814,100.46633592314888
6269,47403.0,0 STARLINK-2127,0.08199999999999999,0.0,6757735.690887648,53.053618970066296,98.05903506238464
4689,44279.0,0 STARLINK-68,0.08199999999999999,-1.0,6758465.353324233,52.998218950257254,132.04484721448893
6242,47376.0,0 STARLINK-2096,0.08199999999999999,0.0,6757844.629824777,53.05161896935116,100.53183594656934
6106,47144.0,0 STARLINK-1857,0.08199999999999999,1.0,6757701.789803945,53.055018970566884,324.1013158869756
6224,47358.0,0 STARLINK-2055,0.08199999999999999,0.0,6757790.397640191,53.05131896924389,99.26313549292769
6226,47360.0,0 STARLINK-2070,0.08199999999999999,0.0,6757824.954243992,53.05371897010205,98.03403505344556
6234,47368.0,0 STARLINK-2084,0.08199999999999999,0.0,6757899.373377383,53.05111896917239,98.07353506756935
6235,47369.0,0 STARLINK-2085,0.08199999999999999,0.0,6757765.1874825675,53.05141896927965,99.25943549160469
6236,47370.0,0 STARLINK-2086,0.08199999999999999,0.0,6757711.150035162,53.05141896927965,99.24623548688484
6237,47371.0,0 STARLINK-2088,0.08199999999999999,0.0,6757676.920631347,53.053618970066296,99.29343550376188
5929,46721.0,0 STARLINK-1824,0.08199999999999999,-1.0,6757884.399439638,53.052918969816,258.86249255991845
6238,47372.0,0 STARLINK-2089,0.08199999999999999,0.0,6757723.842756492,53.05121896920814,99.28463550061531
6126,47164.0,0 STARLINK-1879,0.08199999999999999,1.0,6757758.08716843,53.05571897081718,325.314716320844
6239,47373.0,0 STARLINK-2092,0.08199999999999999,0.0,6757635.049729227,53.05401897020932,99.29383550390492
6254,47388.0,0 STARLINK-2109,0.08199999999999999,0.0,6757907.889589222,53.05121896920814,99.31573551173555
6253,47387.0,0 STARLINK-2108,0.08199999999999999,0.0,6757870.518206397,53.052518969672974,100.52433594388759
6089,47127.0,0 STARLINK-1836,0.08199999999999999,1.0,6757838.134705133,53.05331896995903,325.3168163215949
6240,47374.0,0 STARLINK-2093,0.08199999999999999,0.0,6757916.786378114,53.050918969100856,98.08543507182436
6241,47375.0,0 STARLINK-2094,0.08199999999999999,0.0,6757706.185966402,53.051518969315396,99.29853550558545
