,Norad_ID,Name,Label,dbscan_labels,Semi-major axis(m),Inclination,Raan
4712,44334.0,0 EUTE 7C,0.006999999999999999,-1.0,42164842.41405854,0.01210000432652642,170.6234610088139
2852,32299.0,0 ASTRA 4A (SIRIUS 4),0.006999999999999999,0.0,42164761.39653155,0.04810001719883643,290.1159037350144
4636,44067.0,0 CHINASAT 6C,0.006999999999999999,8.0,42164645.89816941,0.06830002442163262,260.0981930017604
3614,40887.0,0 MUOS 4,0.006999999999999999,-1.0,42164692.15348648,2.740800980011869,350.1357251959442
2866,32487.0,0 THOR 5,0.006999999999999999,8.0,42164959.315466784,0.05730002048842678,265.64639498559796
6144,47202.0,0 LUCAS (JDRS-1),0.006999999999999999,1.0,42164618.70570889,0.013300004755603424,93.95113359354679
3619,40895.0,0 EXPRESS AM-8,0.006999999999999999,-1.0,42164951.18560642,0.026100009332424758,244.0330872574564
3532,40269.0,0 IRNSS 1C,0.006999999999999999,-1.0,42164839.33033932,2.111000754817957,157.0320561490163
4640,44076.0,0 TIANLIAN 2-01,0.006999999999999999,14.0,42164619.54671216,1.4346005129615542,284.0399015624545
6212,47321.0,0 TIANTONG-1 3,0.006999999999999999,-1.0,42164660.755924106,5.4842019609534045,309.90551081106616
2364,26052.0,0 USA 148,0.006999999999999999,15.0,42164753.827439904,8.776703138233422,45.26671618574989
6154,47240.0,0 XM-7,0.006999999999999999,16.0,42164825.59377872,0.01030000368291092,53.13051899756298
4622,44035.0,0 GSAT 31,0.006999999999999999,2.0,42164750.74373688,0.10210003650730146,273.47259778396665
3009,36032.0,0 NSS 12,0.006999999999999999,0.0,42164739.24993965,0.05840002088174735,288.91750330650945
3528,40147.0,0 MEASAT 3B,0.006999999999999999,-1.0,42164747.66003442,0.04170001491042577,311.354011328998
2666,28472.0,0 AMC-16,0.006999999999999999,0.0,42164734.7645575,0.05600002002359336,290.3191038076713
3150,37804.0,0 CHINASAT 1A,0.006999999999999999,2.0,42164848.02082221,0.05990002141809361,276.1281987335141
2448,26639.0,0 AMC-8 (GE-8),0.006999999999999999,1.0,42164773.73135483,1.2341004412699386,93.66603349160526
2405,26388.0,0 TDRS 8,0.006999999999999999,15.0,42164630.76009319,9.600803432902056,45.902716413160704
4410,43698.0,0 GSAT 29,0.006999999999999999,1.0,42165017.34596319,0.03080001101297635,105.70203779524758
3141,37779.0,0 PAKSAT 1R,0.006999999999999999,2.0,42164809.894866,0.05820002081023452,281.5217006620364
4270,43226.0,0 GOES 17,0.006999999999999999,8.0,42164675.61369187,0.05700002038115753,270.40269668628054
3312,39157.0,0 CHINASAT 11,0.006999999999999999,2.0,42164646.73917405,0.03760001344441268,273.357497742811
3289,39078.0,0 AMAZONAS 3,0.006999999999999999,8.0,42164890.07160915,0.057500020559939614,258.1308922983245
3318,39168.0,0 WGS 5 (USA 243),0.006999999999999999,1.0,42164807.65216539,0.014400005148924004,93.88883357127057
3135,37749.0,0 KAZSAT 2,0.006999999999999999,8.0,42164895.11771064,0.04760001702005436,262.30579379111913
3134,37748.0,0 SES 3,0.006999999999999999,0.0,42164797.56001627,0.05900002109628585,291.64500428176575
3335,39216.0,0 INSAT 3D,0.006999999999999999,2.0,42164707.8522896,0.057500020559939614,281.58430068441993
3336,39222.0,0 WGS 6 (USA 244),0.006999999999999999,17.0,42164716.542704746,0.014300005113167591,118.78054247165056
3121,37605.0,0 GSAT 8,0.006999999999999999,1.0,42164776.53472503,0.012400004433795672,104.25913727931824
2680,28526.0,0 NSS 10 (AMC-12),0.006999999999999999,1.0,42164756.07013338,1.586700567347064,92.38753303445948
3103,37237.0,0 HYLAS 1,0.006999999999999999,1.0,42164614.22035879,0.7040002517251736,94.99233396584265
5529,43663.0,0 OBJECT B,0.006999999999999999,8.0,42164840.7320298,0.04650001662673377,267.15039552337447
3319,39172.0,0 SES 6,0.006999999999999999,0.0,42164710.09497695,0.06720002402831203,287.8770029344638
3100,37218.0,0 SKYTERRA 1,0.006999999999999999,-1.0,42164856.99164796,2.125900760145663,11.240204019092749
3152,37809.0,0 SES 2,0.006999999999999999,0.0,42164977.81792221,0.05670002027388828,287.4606027855743
3154,37816.0,0 EUTE 7 WEST A (AB 7),0.006999999999999999,-1.0,42164730.83984909,0.07100002538705585,43.841415676113684
3215,38332.0,0 VINASAT 2,0.006999999999999999,-1.0,42164636.08645179,0.02040000729430901,298.5183067394115
3221,38352.0,0 CHINASAT 2A,0.006999999999999999,8.0,42164711.49665669,0.05820002081023452,265.60909497226083
3200,38087.0,0 SES 4,0.006999999999999999,-1.0,42164884.18449267,0.017400006221616506,47.379316941139926
3197,38070.0,0 WGS F4 (USA 233),0.006999999999999999,6.0,42165001.08619044,0.01210000432652642,110.83483963055292
5035,45027.0,0 EUTE KONNECT,0.006999999999999999,1.0,42164816.90330736,0.04270001526798994,100.4752359263312
3225,38551.0,0 ECHOSTAR 17,0.006999999999999999,1.0,42164971.37009455,0.016300005828295917,93.32923337117764
3227,38652.0,0 SES 5,0.006999999999999999,-1.0,42164982.02302855,0.02090000747309109,79.90252857027086
3238,38740.0,0 INTELSAT 20,0.006999999999999999,17.0,42164997.72210148,0.02280000815246301,116.02214148534556
2440,26608.0,0 INTELSAT 1R (PAS 1R),0.006999999999999999,-1.0,42164743.454986505,3.2564011643719537,84.18953010314844
3239,38741.0,0 HYLAS 2,0.006999999999999999,18.0,42165022.952785015,0.0030000010726925013,136.13104867556765
3258,38867.0,0 INTELSAT 23,0.006999999999999999,19.0,42164831.48087474,0.012900004612577756,125.68314493977293
3260,38977.0,0 LUCH 5B,0.006999999999999999,20.0,42164878.57771698,6.246602233560326,66.09032363152308
4310,43450.0,0 APSTAR 6C,0.006999999999999999,8.0,42164945.57880846,0.050400018021234026,268.97069617424853
3271,39017.0,0 CHINASAT 12,0.006999999999999999,19.0,42165023.51346729,0.013300004755603424,125.99894505269172
5592,46113.0,0 MEV-2,0.006999999999999999,-1.0,42164618.42537447,0.011000003933205837,162.69165817268643
5591,46112.0,0 BSAT-4B,0.006999999999999999,19.0,42164673.93167976,0.06990002499373528,128.60354598400335
3164,37843.0,0 VIASAT 1,0.006999999999999999,1.0,42164712.05732864,0.012400004433795672,103.4084369751384
3278,39035.0,0 MEXSAT 3,0.006999999999999999,6.0,42164653.46721261,0.022000007866411674,113.36334053465393
4322,43488.0,0 SES 12,0.006999999999999999,-1.0,42164981.1820072,0.02040000729430901,72.14802579753952
4249,43175.0,0 SES 14,0.006999999999999999,1.0,42164646.45883916,0.020000007151283344,90.09573221499392
3096,37210.0,0 BEIDOU 6,0.006999999999999999,16.0,42164889.79127022,0.9225003298529442,52.63341881981785
5517,45863.0,0 APSTAR 6D,0.006999999999999999,1.0,42164925.95503026,0.029500010548142924,104.70263743789795
3028,36131.0,0 DIRECTV 12,0.006999999999999999,8.0,42164744.85666903,0.04400001573282335,263.7421943047243
1558,20473.0,0 STTW-4,0.006999999999999999,13.0,42164843.81574928,15.01830537000593,1.994000712982949
4164,43039.0,0 ALCOMSAT 1,0.006999999999999999,-1.0,42164911.09704194,0.03840001373046401,181.9377650544021
3018,36108.0,0 WGS F3 (USA 211),0.006999999999999999,1.0,42164681.781071015,0.012900004612577756,91.05063255643196
3017,36106.0,0 INTELSAT 15,0.006999999999999999,1.0,42164886.14686461,0.02030000725855259,105.72873780479456
3016,36101.0,0 EUTE 36B (EUTE W7),0.006999999999999999,10.0,42164610.856346995,0.06750002413558127,16.501905900488126
3010,36033.0,0 THOR 6,0.006999999999999999,8.0,42164989.03154144,0.04020001437407952,260.69099321372454
3207,38245.0,0 YAHSAT 1B,0.006999999999999999,1.0,42164947.26084764,0.012000004290770005,101.46723628103486
3030,36358.0,0 RADUGA 1M-2,0.006999999999999999,8.0,42164989.87256318,0.06000002145385003,256.4143916845657
1611,20776.0,0 SKYNET 4C,0.006999999999999999,13.0,42164900.16381361,13.92630497954586,3.907801397289252
2499,27378.0,0 ECHOSTAR 7,0.006999999999999999,2.0,42164972.21111541,0.05890002106052944,282.06850085755246
3513,40107.0,0 ASIASAT 8,0.006999999999999999,5.0,42164648.98185327,0.016200005792539506,193.53416920085925
2500,27380.0,0 INTELSAT 904,0.006999999999999999,1.0,42164809.33419082,2.031200726284336,91.01453254352388
2836,32252.0,0 OPTUS D2,0.006999999999999999,1.0,42164698.32087168,0.015300005470731752,91.6189327596357
4131,42984.0,0 KOREASAT 5A,0.006999999999999999,1.0,42164878.01703951,0.025300009046373428,106.77713817966485
2998,35873.0,0 NIMIQ 5,0.006999999999999999,2.0,42164851.94555789,0.06420002295561951,279.30249986853
526,9416.0,0 RADUGA 2,0.006999999999999999,-1.0,42165009.49641576,8.385602998390079,297.1081062351745
4127,42967.0,0 ECHOSTAR 105/SES 11,0.006999999999999999,1.0,42164735.3252302,0.02130000761611676,107.51823844465562
3005,35942.0,0 AMAZONAS 2,0.006999999999999999,18.0,42164844.09608745,0.024300008688809258,136.71954888599413
3032,36397.0,0 INTELSAT 16,0.006999999999999999,6.0,42164898.7621182,0.019900007115526933,112.06294006967752
3044,36516.0,0 SES 1,0.006999999999999999,14.0,42164782.70214108,0.06270002241927329,285.4319020601838
3430,39727.0,0 LUCH 5V,0.006999999999999999,-1.0,42164724.11177965,0.4999001787463271,37.916513557581744
3361,39375.0,0 RADUGA 1M-3,0.006999999999999999,1.0,42164707.29161781,1.0216003652875532,95.35273409470877
4241,43162.0,0 SBIRS GEO 3 (USA 282),0.006999999999999999,-1.0,42164922.87129574,4.4917016060709685,317.0564133679718
4521,43824.0,0 GSAT 11,0.006999999999999999,2.0,42164729.15783148,0.11650004165622548,274.8430982740084
2660,28446.0,0 AMC-15,0.006999999999999999,-1.0,42164802.32575259,0.024600008796078512,358.98662836070883
2469,26900.0,0 INTELSAT 902,0.006999999999999999,1.0,42164718.78539325,1.1932004266455642,94.31483372359293
3067,36831.0,0 RASCOM QAF 1R,0.006999999999999999,1.0,42164703.92758744,0.02780000994028384,105.38893768329426
3403,39481.0,0 TKSAT 1,0.006999999999999999,9.0,42164866.803494096,0.01340000479135984,131.87754715466843
3066,36830.0,0 NILESAT 201,0.006999999999999999,-1.0,42164749.90272707,0.04650001662673377,186.9875668600297
3407,39487.0,0 EXPRESS AM-5,0.006999999999999999,2.0,42164892.87499867,0.05700002038115753,277.22329912508263
3415,39508.0,0 ABS 2,0.006999999999999999,-1.0,42164866.52315555,0.03640001301533568,302.72080824207495
727,11669.0,0 OPS 6393 (FLTSATCOM 3),0.006999999999999999,-1.0,42164654.30821762,10.17080363671363,319.9386143985432
3417,39522.0,0 TURKSAT 4A,0.006999999999999999,2.0,42164700.56355776,0.06360002274108104,275.62139855230055
3420,39612.0,0 EXPRESS AT1,0.006999999999999999,-1.0,42164647.86051362,0.052200018664849517,253.97029081064304
3058,36792.0,0 ECHOSTAR 15,0.006999999999999999,1.0,42164683.74341939,0.012700004541064921,98.80413532880571
3421,39613.0,0 EXPRESS AT2,0.006999999999999999,2.0,42164920.06790124,0.06030002156111928,273.06879763958216
3423,39617.0,0 ASTRA 5B,0.006999999999999999,-1.0,42164805.68980259,0.04260001523223352,329.4274177913982
4549,43864.0,0 GSAT 7A,0.006999999999999999,2.0,42164779.33809567,0.11300004040475088,273.75629788540766
4550,43867.0,0 COSMOS 2533,0.006999999999999999,4.0,42164919.50722239,0.0263000094039376,122.446043782302
3050,36590.0,0 BEIDOU 4,0.006999999999999999,-1.0,42164849.42251342,2.1740007773445003,57.46832054860482
2506,27414.0,0 NSS 7,0.006999999999999999,12.0,42164871.00857276,4.772201706367718,75.07822684527405
2025,23712.0,0 USA 115,0.006999999999999999,-1.0,42165001.36653121,13.322204763541349,18.019606443163266
3206,38107.0,0 APSTAR 7,0.006999999999999999,19.0,42164622.06972224,0.010600003790180171,129.06194614791082
2027,11567.0,0 SL-12 R/B(2),0.006999999999999999,13.0,42164633.28310495,14.854805311544187,3.611401291307233
3826,41893.0,0 ECHOSTAR 19,0.006999999999999999,1.0,42164881.94178218,0.013800004934385506,94.57153381537962
2568,27718.0,0 ASIASAT 4,0.006999999999999999,17.0,42164974.17349758,0.015600005578001003,115.59904133406016
4792,44476.0,0 INTELSAT 39,0.006999999999999999,17.0,42164901.84584829,0.024200008653052843,116.99924183472149
3772,41752.0,0 INSAT 3DR,0.006999999999999999,1.0,42164849.14217517,0.061100021847170616,98.10643507933321
2714,28903.0,0 SPACEWAY 2,0.006999999999999999,1.0,42164640.85214249,0.754700269853677,92.58813310618687
3786,41793.0,0 GSAT 18,0.006999999999999999,19.0,42164723.83144349,0.010800003861693004,127.19044547872944
2831,32019.0,0 BSAT-3A,0.006999999999999999,11.0,42165015.10323498,0.0731000261379406,251.3764898831931
3787,41794.0,0 SKY MUSTER 2,0.006999999999999999,1.0,42164951.74628633,0.010400003718667335,94.43933376810965
2723,28924.0,0 EUTE 172A (GE 23),0.006999999999999999,10.0,42164642.25381649,0.06000002145385003,18.087406467406108
4794,44481.0,0 AEHF 5 (USA 292),0.006999999999999999,-1.0,42164896.79974479,5.4640019537306115,306.72160967261766
2761,29494.0,0 DIRECTV 9S,0.006999999999999999,21.0,42164813.258917496,0.01800000643615501,151.35825412026873
3709,41382.0,0 EUTE 65W,0.006999999999999999,10.0,42164770.92798511,0.05070001812850327,16.890906039580592
3788,41836.0,0 HIMAWARI 9,0.006999999999999999,2.0,42164807.93250294,0.041300014767400105,282.0856008636668
3789,41838.0,0 SJ-17,0.006999999999999999,1.0,42164738.40893041,0.8168002920584116,93.93013358603795
3771,41748.0,0 INTELSAT 33E,0.006999999999999999,-1.0,42164976.13587996,0.018100006471911425,28.66411024925504
2816,31307.0,0 GALAXY 17,0.006999999999999999,1.0,42164776.254387975,0.016600005935565175,95.45183413014335
3770,41747.0,0 INTELSAT 36,0.006999999999999999,-1.0,42164883.06313739,0.011600004147744336,68.22382439438621
2615,28117.0,0 UFO 11 (USA 174),0.006999999999999999,-1.0,42164945.01812876,6.338502266420472,37.72501348910821
2725,28935.0,0 ECHOSTAR 10,0.006999999999999999,0.0,42165002.20755357,0.057400020524183186,289.7116035904512
3765,41729.0,0 JCSAT 16,0.006999999999999999,1.0,42164895.11771064,0.048500017341862114,92.96733324177521
2772,29643.0,0 WILDBLUE 1,0.006999999999999999,1.0,42164673.93167976,0.015300005470731752,99.78323567889679
2089,24674.0,0 INMARSAT 3-F3,0.006999999999999999,20.0,42164922.31061681,6.098102180462048,64.846423186749
2099,24732.0,0 INTELSAT 26 (JCSAT 4),0.006999999999999999,22.0,42164724.672452,9.374703352056796,41.58601486966345
2793,30794.0,0 SKYNET 5A,0.006999999999999999,1.0,42164740.93195828,1.1376004067649963,91.12743258389288
2069,23949.0,0 TURKSAT 1C,0.006999999999999999,22.0,42164833.16290256,9.10360325512115,42.88611533453263
2342,25954.0,0 AMC-4 (GE-4),0.006999999999999999,1.0,42164648.98185327,0.30590010937887874,97.43273483844222
4790,44457.0,0 COSMOS 2539,0.006999999999999999,19.0,42164694.11583608,0.022900008188219426,124.67804458038523
2768,29526.0,0 ARABSAT 4B,0.006999999999999999,-1.0,42164855.30961777,0.05170001848606744,335.1696198446031
2152,25019.0,0 USA 134,0.006999999999999999,-1.0,42164763.63922603,10.492503751742023,34.55381235520072
2792,30793.0,0 INSAT 4B,0.006999999999999999,1.0,42164999.12380513,1.0179003639645656,95.09713400331535
2728,28945.0,0 SPAINSAT,0.006999999999999999,8.0,42164705.889938414,0.050600018092746855,262.67629392359663
3849,41937.0,0 SBIRS GEO 4 (USA 273),0.006999999999999999,-1.0,42164989.03154144,3.3089011831440724,312.7266118197905
2712,28899.0,0 INMARSAT 4-F2,0.006999999999999999,-1.0,42164902.40652654,3.16190113058214,32.368511573815745
2829,31862.0,0 DIRECTV 10,0.006999999999999999,8.0,42164756.07013338,0.03800001358743835,257.596992107421
2755,29272.0,0 JCSAT 10,0.006999999999999999,21.0,42164838.48932508,0.018500006614937087,150.3315537531576
2745,29162.0,0 EUTE 113 WEST A(SATMEX 6,0.006999999999999999,14.0,42164940.53269189,0.042100015053451435,284.44390170691037
2565,27711.0,0 USA 169,0.006999999999999999,22.0,42164627.67641266,9.402403361961325,43.32171549028757
3816,41879.0,0 WGS 8 (USA 272),0.006999999999999999,3.0,42164873.81195911,0.020500007330065427,83.25472976889746
3735,41586.0,0 BD-2-G7,0.006999999999999999,-1.0,42164766.7229314,1.9921007123035768,69.75662494246058
2703,28884.0,0 GALAXY 15,0.006999999999999999,2.0,42164892.31432074,0.06420002295561951,274.71429822795415
2577,27825.0,0 THURAYA 2,0.006999999999999999,-1.0,42164690.19113712,6.164102204061281,33.61001201773165
2756,29273.0,0 SYRACUSE 3B,0.006999999999999999,9.0,42164790.27124567,0.010600003790180171,131.97974719121152
4828,44637.0,0 TJS-4,0.006999999999999999,-1.0,42164799.2420407,0.027900009976040262,146.32895232197126
3728,41552.0,0 THAICOM 8,0.006999999999999999,3.0,42164738.68926682,0.10030003586368597,83.21802975577486
2567,27715.0,0 GALAXY 12,0.006999999999999999,1.0,42164751.024073504,2.068100739478454,90.45273234264431
156,,0 ATS 3,0.006999999999999999,14.0,42164731.40052166,1.793100641148308,285.36120203490407
5540,46035.0,0 STARLINK-1558,0.008,0.0,6925348.778608505,53.05721897135353,160.92975754269412
5870,46588.0,0 STARLINK-1746,0.008,1.0,6925366.208500649,53.0584189717826,189.52086776584702
